cod_municipio,municipio,latitud,longitud,altitud,poblacion,centros_salud_10mil,farmacias_10mil,g_supermercados_count,g_supermercados_reviews,g_supermercados_rating_wavg,g_conveniencia_count,g_conveniencia_reviews,g_conveniencia_rating_wavg,g_farmacias_count,g_farmacias_reviews,g_farmacias_rating_wavg,g_bancos_count,g_bancos_reviews,g_bancos_rating_wavg,g_cajeros_count,g_cajeros_reviews,g_cajeros_rating_wavg,g_gasolineras_count,g_gasolineras_reviews,g_gasolineras_rating_wavg,g_hospitales_clinicas_count,g_hospitales_clinicas_reviews,g_hospitales_clinicas_rating_wavg,g_medicos_familia_count,g_medicos_familia_reviews,g_medicos_familia_rating_wavg,g_escuelas_infantiles_count,g_escuelas_infantiles_reviews,g_escuelas_infantiles_rating_wavg,g_colegios_institutos_count,g_colegios_institutos_reviews,g_colegios_institutos_rating_wavg,g_universidad_fp_count,g_universidad_fp_reviews,g_universidad_fp_rating_wavg,g_paradas_bus_count,g_paradas_bus_reviews,g_paradas_bus_rating_wavg,g_estaciones_principales_count,g_estaciones_principales_reviews,g_estaciones_principales_rating_wavg,g_aparcamientos_count,g_aparcamientos_reviews,g_aparcamientos_rating_wavg,g_restaurantes_count,g_restaurantes_reviews,g_restaurantes_rating_wavg,g_cafeterias_count,g_cafeterias_reviews,g_cafeterias_rating_wavg,g_bares_count,g_bares_reviews,g_bares_rating_wavg,g_cines_count,g_cines_reviews,g_cines_rating_wavg,g_gimnasios_count,g_gimnasios_reviews,g_gimnasios_rating_wavg,g_parques_count,g_parques_reviews,g_parques_rating_wavg,g_centros_comerciales_count,g_centros_comerciales_reviews,g_centros_comerciales_rating_wavg,g_comisarias_count,g_comisarias_reviews,g_comisarias_rating_wavg,g_bomberos_count,g_bomberos_reviews,g_bomberos_rating_wavg,g_ayuntamientos_count,g_ayuntamientos_reviews,g_ayuntamientos_rating_wavg,g_juzgados_count,g_juzgados_reviews,g_juzgados_rating_wavg,aq_aqi,aq_co_value,aq_no2_value,aq_o3_value,aq_pm10_value,aq_pm25_value,aq_so2_value,paro_total,distancia_capital,afiliados_agricultura_y_ganadería,afiliados_construcción,afiliados_minería_industria_y_energía,afiliados_otros_servicios,afiliados_servicios_a_empresas_y_financieros,afiliados_servicios_de_distribución_y_hostelería,afiliados_total,alumnos_total,cultura,g_bomberos_rating_min,g_bomberos_rating_max,g_cines_rating_min,g_cines_rating_max,g_centros_comerciales_rating_min,g_centros_comerciales_rating_max,g_comisarias_rating_min,g_comisarias_rating_max,g_gimnasios_rating_min,g_gimnasios_rating_max,g_medicos_familia_rating_min,g_medicos_familia_rating_max,g_conveniencia_rating_min,g_conveniencia_rating_max,g_cajeros_rating_min,g_cajeros_rating_max,g_bancos_rating_min,g_bancos_rating_max,g_colegios_institutos_rating_min,g_colegios_institutos_rating_max,g_cafeterias_rating_min,g_cafeterias_rating_max,g_gasolineras_rating_min,g_gasolineras_rating_max,g_aparcamientos_rating_min,g_aparcamientos_rating_max,g_estaciones_principales_rating_min,g_estaciones_principales_rating_max,g_farmacias_rating_min,g_farmacias_rating_max,g_ayuntamientos_rating_min,g_ayuntamientos_rating_max,g_supermercados_rating_min,g_supermercados_rating_max
647,Gascones,41.01809,-3.641817,1046.484,236.0,0,0,4,855,3.964,2,403,3.767,3,53,2.887,2,59,2.163,2,39,2.4,5,1376,3.972,21,10163,4.292,3,9,5.0,20,10160,4.292,8,53,5.0,20,10160,4.292,34,10209,4.292,20,45,4.433,13,51,3.857,20,17437,4.071,6,1806,4.127,20,9780,4.161,0,0,0.0,1,0,4.475327731092436,20,675,4.243,0,0,0.0,1,10,4.6,0,0,0.0,7,187,4.045,20,10160,4.292,70,357.82,7.43,34.66,26.18,18.77,0.92,9,80.024,7,9,8,24,25,32,105,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
663,Griñón,40.21424,-3.856192,676.9866,10714.0,1,2,20,14252,4.062,15,610,3.789,20,861,4.431,20,374,2.544,20,282,2.707,20,1568,3.854,33,27749,4.232,20,2892,3.728,20,26293,4.3,27,260,4.353,21,26293,4.3,22,26295,4.3,21,96,2.374,20,9,4.778,20,14783,4.139,20,4667,4.272,20,8349,4.301,0,0,0.0,20,1067,4.281,20,1157,4.059,5,749,4.147,9,76,4.263,0,0,0.0,9,1348,3.639,20,26293,4.3,62,568.21,33.51,11.23,33.73,23.29,0.73,381,33.337,22,302,555,1227,1051,1367,4524,6762,1.0,0.0,0.0,0.0,0.0,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
679,Guadalix de la Sierra,40.78483,-3.692719,841.0,6912.0,0,3,11,1699,3.898,3,329,4.193,9,324,4.459,5,72,3.168,4,42,3.217,6,1521,3.965,23,618,4.441,8,236,4.124,20,613,4.458,16,51,4.963,20,613,4.458,24,619,4.458,20,13,4.531,16,278,4.092,20,8410,4.391,9,1489,4.365,20,9731,4.347,1,117,3.7,11,485,4.207,20,768,3.935,0,0,0.0,1,6,3.7,0,0,0.0,5,689,3.925,20,613,4.458,72,411.87,10.51,29.22,25.37,17.33,1.45,345,58.847,54,238,230,876,709,759,2866,1728,0.0,0.0,0.0,4.356607843137255,4.356607843137255,0.0,0.0,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
685,Guadarrama,40.67348,-4.090732,965.5875,17069.0,1,2,20,6449,3.92,6,1461,3.911,12,445,3.963,10,207,2.293,9,134,2.322,18,4814,3.95,33,16142,4.428,19,366,4.658,20,15740,4.441,20,98,4.868,20,15740,4.441,23,15740,4.441,25,181,3.972,15,234,4.175,20,27580,4.435,20,8190,3.893,20,19029,4.435,0,0,0.0,20,598,4.832,20,7638,3.796,0,0,0.0,6,14,3.6,0,0,0.0,3,905,3.744,20,15740,4.441,55,419.9,27.66,21.46,29.91,29.91,1.2,680,50.794,33,527,306,2786,1708,1984,7344,11984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
698,Hiruela (La),41.0785,-3.454731,1255.356,84.0,0,0,1,11,3.3,2,23,4.252,2,4,5.0,0,0,0.0,0,0,0.0,0,0,0.0,21,4901,4.445,0,0,0.0,20,4901,4.445,0,0,0.0,21,4901,4.445,21,4909,4.446,2,8,4.8,7,179,4.403,8,3323,4.363,1,150,4.0,4,170,4.026,0,0,0.0,0,0,0.0,20,2321,4.517,0,0,0.0,0,0,0.0,1,0,4.536947368421052,3,81,4.419,20,4901,4.445,71,349.71,1.41,36.53,11.63,11.34,0.66,4,97.734,0,0,0,3,2,4,9,0,0.0,4.536947368421052,4.536947368421052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.083746153846153,4.083746153846153,0.0,0.0,0.0,0.0,0.0,0.0,4.208292517006803,4.208292517006803,0.0,0.0,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
702,Horcajo de la Sierra,41.06738,-3.585321,1080.612,231.0,0,0,1,11,3.3,0,0,0.0,3,7,5.0,0,0,0.0,0,0,0.0,3,1303,3.771,22,3345,4.486,1,0,4.053031496062992,20,3344,4.486,4,7,5.0,21,3344,4.486,30,3361,4.487,20,6,4.0,7,34,4.4,18,6932,4.462,2,615,3.924,12,4436,4.501,0,0,0.0,1,0,4.475327731092436,20,589,4.136,0,0,0.0,0,0,0.0,1,0,4.536947368421052,9,185,4.335,20,3344,4.486,72,352.89,2.18,35.36,11.6,10.9,0.81,12,89.479,4,2,1,19,14,22,62,0,0.0,4.536947368421052,4.536947368421052,0.0,0.0,0.0,0.0,0.0,0.0,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,0.0,0.0,0.0,0.0,0.0,0.0,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
719,Horcajuelo de la Sierra,41.06009,-3.54552,1138.176,111.0,0,0,1,11,3.3,0,0,0.0,2,4,5.0,0,0,0.0,0,0,0.0,3,1303,3.771,22,5877,4.55,1,0,4.053031496062992,20,5876,4.55,2,7,5.0,21,5876,4.55,28,5890,4.55,20,18,4.578,6,17,4.6,12,5731,4.465,2,615,3.924,10,3352,4.402,0,0,0.0,1,0,4.475327731092436,20,3247,4.445,0,0,0.0,0,0,0.0,2,0,4.536947368421052,7,146,4.395,20,5876,4.55,72,351.38,1.77,35.65,11.65,11.15,0.77,4,94.536,3,5,3,23,6,11,51,0,0.0,4.536947368421052,4.536947368421052,0.0,0.0,0.0,0.0,0.0,0.0,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,0.0,0.0,0.0,0.0,0.0,0.0,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
724,Hoyo de Manzanares,40.62273,-3.90712,1005.688,9186.0,0,3,14,6819,4.096,6,740,3.916,14,363,4.33,12,239,2.668,19,197,2.922,3,590,3.903,32,10846,4.262,20,2985,3.654,20,10401,4.26,21,264,4.789,23,10658,4.24,28,10405,4.26,22,155,3.71,20,246,4.241,20,18891,4.349,20,6306,4.328,20,12195,4.349,4,1496,4.284,20,524,4.886,20,3895,4.259,6,8334,3.992,3,19,4.3,0,0,0.0,2,307,3.874,20,10401,4.26,56,415.37,29.3,17.72,28.52,28.52,1.27,324,36.584,20,174,137,1236,1253,889,3709,3520,1.0,0.0,0.0,4.356607843137255,4.356607843137255,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
730,Humanes de Madrid,40.24954,-3.827206,675.6912,20054.0,0,3,20,29021,4.004,20,7218,3.945,20,1450,4.283,20,1115,3.248,20,959,3.249,20,5552,4.067,40,21984,4.126,20,2579,3.359,20,19470,4.295,48,323,4.208,40,20115,4.282,24,19478,4.295,27,1234,3.458,20,336,4.088,20,14014,3.984,20,6309,4.091,20,10752,4.228,4,7538,4.341,20,3900,4.217,20,6619,4.247,20,37533,4.005,14,177,4.544,2,30,4.19,7,1498,3.363,20,19470,4.295,78,583.59,27.95,9.89,21.2,13.99,0.7,1100,31.246,14,861,1107,2074,2024,2892,8972,10598,0.0,4.536947368421052,4.536947368421052,4.356607843137255,4.356607843137255,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
758,Loeches,40.38393,-3.409393,639.8891,9253.0,0,2,20,6483,4.076,10,761,3.812,20,1008,4.291,20,297,2.474,20,171,2.561,17,2575,4.037,23,2765,4.177,20,889,3.915,20,2710,4.186,23,61,4.733,21,2710,4.186,24,2714,4.186,20,8,4.237,20,130,3.836,20,9063,4.315,20,5573,4.357,20,8048,4.323,1,14,4.8,20,1492,4.479,20,248,4.261,1,29,4.6,7,15,4.48,0,0,0.0,5,1228,3.822,20,2710,4.186,63,437.63,34.38,5.38,37.07,22.58,2.54,424,28.433,11,283,681,885,898,1370,4128,2338,1.0,0.0,0.0,4.356607843137255,4.356607843137255,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
761,Lozoya,40.9515,-3.791897,1111.051,620.0,0,16,4,283,4.173,1,1,5.0,4,48,4.571,1,0,2.8033969465648854,1,0,2.950320610687023,1,116,4.1,21,5229,4.388,0,0,0.0,20,5229,4.388,6,131,4.7,20,5229,4.388,24,5236,4.388,20,9,4.456,5,453,3.974,20,11058,4.314,5,2503,4.562,20,7998,4.272,0,0,0.0,1,0,4.475327731092436,20,3125,4.349,0,0,0.0,0,0,0.0,0,0,0.0,4,172,4.226,20,5229,4.388,80,435.63,4.04,25.08,13.48,8.38,1.07,29,85.605,18,23,18,59,34,45,197,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.475327731092436,4.475327731092436,0.0,0.0,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
9015,Lozoyuela-Navas-Sieteiglesias,40.92643,-3.617723,1022.991,1479.0,0,7,5,1816,4.015,1,10,4.6,5,114,3.957,2,46,3.652,2,46,3.652,5,1467,3.904,22,2039,4.225,2,0,4.053031496062992,20,2036,4.224,6,0,4.732145038167937,20,2036,4.224,27,2046,4.227,20,11,4.545,12,86,4.436,20,15333,4.24,7,1808,4.036,16,4781,4.301,0,0,0.0,6,265,4.211,20,1875,4.399,1,19,4.1,2,8,4.3,1,11,4.7,2,85,4.345,20,2036,4.224,81,435.57,3.35,24.08,12.81,8.88,0.57,70,68.104,13,51,34,151,84,170,503,576,0.0,4.536947368421052,4.536947368421052,0.0,0.0,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
783,Madarcos,41.04731,-3.582663,1057.624,70.0,0,0,1,11,3.3,0,0,0.0,3,7,5.0,0,0,0.0,0,0,0.0,3,1303,3.771,22,3448,4.544,1,0,4.053031496062992,20,3447,4.544,4,7,5.0,21,3447,4.544,32,3468,4.544,20,10,4.4,6,16,4.625,20,8518,4.469,2,615,3.924,17,6411,4.496,0,0,0.0,1,0,4.475327731092436,20,550,4.231,0,0,0.0,0,0,0.0,1,0,4.536947368421052,10,194,4.338,20,3447,4.544,77,436.47,2.32,29.46,10.34,8.77,0.48,1,92.498,3,2,1,11,5,8,30,0,0.0,4.536947368421052,4.536947368421052,0.0,0.0,0.0,0.0,0.0,0.0,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,0.0,0.0,0.0,0.0,0.0,0.0,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
822,Manzanares el Real,40.72705,-3.864914,917.528,9539.0,1,2,6,3155,3.94,2,638,3.559,6,180,4.125,4,26,3.308,4,17,2.647,7,590,3.966,22,1615,4.259,4,230,4.286,20,1569,4.27,17,249,4.894,20,1569,4.27,23,1577,4.269,20,33,4.303,20,689,4.273,20,12111,4.185,10,2013,4.255,20,6921,4.16,1,63,4.5,14,444,4.899,20,1631,4.557,0,0,0.0,4,6,3.0,0,0,0.0,2,474,3.786,20,1569,4.27,83,435.17,11.54,17.59,13.98,10.95,1.53,411,51.894,29,281,220,1304,1043,928,3805,1578,4.0,0.0,0.0,4.356607843137255,4.356607843137255,0.0,0.0,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
838,Meco,40.5542,-3.328439,670.2038,15812.0,1,3,20,29574,4.022,17,3080,4.071,20,1384,4.405,20,482,2.27,20,321,2.031,20,5030,3.927,40,35933,3.921,20,3979,4.509,20,34085,3.973,25,277,4.716,40,35107,3.979,22,34089,3.973,23,220,3.238,20,158,4.155,20,23897,3.846,20,9868,4.173,20,11733,4.151,4,6845,3.801,20,2812,4.392,20,9744,4.233,10,32126,3.983,4,21,4.162,1,6,4.3,5,1069,3.607,20,34085,3.973,74,491.97,32.64,4.86,28.56,15.95,1.79,662,48.983,28,439,759,1612,1465,1921,6224,5326,1.0,4.536947368421052,4.536947368421052,4.356607843137255,4.356607843137255,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
843,Mejorada del Campo,40.39701,-3.487864,580.1962,24632.0,0,3,20,16866,4.073,20,5144,3.767,20,1127,4.167,20,719,2.044,20,620,2.007,20,6476,4.057,40,63907,4.449,20,3131,3.651,20,60140,4.508,42,313,4.43,24,60180,4.508,28,60151,4.508,24,1114,3.795,20,108,3.181,20,15900,4.094,20,8852,4.094,20,11288,4.104,3,2699,4.2,20,4534,4.29,20,54726,4.571,20,21512,3.845,20,815,4.664,2,17,4.353,6,3539,3.877,20,60140,4.508,75,421.56,33.12,2.17,27.08,14.6,2.7,1194,21.041,7,956,1496,2385,2366,3922,11132,8912,2.0,4.536947368421052,4.536947368421052,4.356607843137255,4.356607843137255,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
856,Miraflores de la Sierra,40.81381,-3.766699,1149.553,7209.0,0,4,13,2372,3.806,3,390,4.062,9,400,4.287,7,113,2.739,7,78,2.954,5,376,4.218,25,2264,4.409,10,508,4.568,20,2163,4.452,20,521,4.913,21,2163,4.452,21,2165,4.452,20,9,3.433,20,730,4.378,20,12417,4.307,14,4392,4.236,20,6605,4.35,1,117,3.7,11,311,4.591,20,1292,4.156,2,277,3.934,3,15,3.4,0,0,0.0,4,953,3.986,20,2163,4.452,73,435.71,15.22,10.35,29.76,16.11,1.28,348,55.446,34,271,168,878,720,808,2879,1380,0.0,0.0,0.0,4.356607843137255,4.356607843137255,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
869,Molar (El),40.73291,-3.582258,819.3329,10079.0,1,2,20,6997,4.046,8,781,4.054,10,396,4.094,11,235,2.415,13,174,2.651,6,2802,3.88,27,782,4.034,12,296,4.32,20,658,4.222,21,202,4.788,20,658,4.222,25,660,4.224,20,41,4.244,20,72,3.844,20,10776,4.225,18,4882,4.15,20,8363,4.274,0,0,0.0,19,1019,4.712,20,608,4.238,1,1,5.0,4,18,3.667,0,0,0.0,5,1102,3.869,20,658,4.222,85,427.07,7.55,13.2,17.43,8.54,1.43,468,43.648,23,322,436,1013,989,1211,3994,3944,1.0,0.0,0.0,0.0,0.0,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
875,Molinos (Los),40.71456,-4.072706,1046.887,4812.0,0,4,20,4641,3.908,6,1385,3.906,14,495,4.104,13,195,2.937,13,119,3.289,11,2013,4.088,31,23187,4.414,20,454,4.482,20,22713,4.425,20,56,4.75,22,22746,4.426,22,22716,4.425,23,293,4.04,20,908,4.093,20,28608,4.479,20,8012,4.394,20,26066,4.434,0,0,0.0,20,502,4.706,20,4634,4.54,0,0,0.0,8,16,3.775,2,30,4.72,4,1358,3.726,20,22713,4.425,78,404.54,15.7,16.21,13.53,13.53,1.5,219,55.681,13,207,95,681,490,520,2006,726,0.0,4.536947368421052,4.536947368421052,0.0,0.0,0.0,0.0,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
881,Montejo de la Sierra,41.05928,-3.530301,1151.855,374.0,0,27,1,11,3.3,2,23,4.252,2,4,5.0,0,0,0.0,0,0,0.0,1,420,3.5,22,6292,4.527,1,0,4.053031496062992,20,6291,4.527,2,7,5.0,21,6291,4.527,27,6304,4.527,20,20,4.67,8,187,4.418,14,6379,4.404,1,150,4.0,11,3495,4.383,0,0,0.0,1,0,4.475327731092436,20,3272,4.444,0,0,0.0,0,0,0.0,2,0,4.536947368421052,7,146,4.425,20,6291,4.527,74,436.31,7.72,30.36,24.27,16.42,0.44,11,87.651,5,8,5,63,12,20,113,26,0.0,4.536947368421052,4.536947368421052,0.0,0.0,0.0,0.0,0.0,0.0,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,0.0,0.0,0.0,0.0,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
894,Moraleja de Enmedio,40.26033,-3.861412,682.4211,5630.0,0,2,20,32178,4.049,20,7449,3.953,20,1351,4.297,20,748,2.061,20,638,2.112,20,9387,4.076,40,21999,3.961,20,3163,3.524,20,15655,4.344,47,459,4.194,40,16233,4.328,25,15664,4.343,29,940,3.872,20,49,4.241,20,21004,4.065,20,13074,4.145,20,16486,4.102,3,15833,4.362,20,5874,3.862,20,6502,4.323,20,33683,4.061,12,126,4.642,2,69,3.122,5,2439,3.53,20,15655,4.344,86,430.02,17.36,18.04,8.61,6.16,0.88,221,27.17,11,205,352,657,502,757,2484,1344,0.0,4.536947368421052,4.536947368421052,4.356607843137255,4.356607843137255,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
908,Moralzarzal,40.68117,-3.97335,982.0547,14504.0,0,2,20,24922,4.067,20,3362,3.918,20,1197,3.856,20,904,3.032,20,811,3.012,20,3966,4.004,35,20117,4.095,20,4375,3.893,20,16946,4.156,24,124,4.807,25,17371,4.149,27,16982,4.155,24,418,3.694,20,473,4.024,20,18010,4.389,20,8425,4.274,20,16959,4.275,1,3543,4.0,20,3547,4.266,20,2844,4.437,13,18240,3.904,10,103,3.949,1,20,4.6,11,1756,3.494,20,16946,4.156,64,416.79,27.95,9.72,22.9,22.3,1.54,530,46.641,25,334,257,1924,1778,1503,5821,7932,0.0,4.536947368421052,4.536947368421052,4.356607843137255,4.356607843137255,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
