Año;Tipo territorio;Código territorio;Territorio;Valor;Estado dato
2006;Municipios;1198;Quijorna;3.17;
2006;Municipios;1202;Rascafría;2.17;
2006;Municipios;1219;Redueña;1.75;
2006;Municipios;1224;Ribatejada;4.37;
2006;Municipios;1230;Rivas-Vaciamadrid;3.29;
2006;Municipios;1245;Robledillo de la Jara;0.82;
2006;Municipios;1258;Robledo de Chavela;4.01;
2006;Municipios;1261;Robregordo;0.00;
2006;Municipios;1277;Rozas de Madrid (Las);2.71;
2006;Municipios;1283;Rozas de Puerto Real;5.43;
2006;Municipios;1296;San Agustín del Guadalix;3.23;
2006;Municipios;1300;San Fernando de Henares;3.44;
2006;Municipios;1317;San Lorenzo de El Escorial;3.20;
2006;Municipios;1322;San Martín de la Vega;3.43;
2006;Municipios;1338;San Martín de Valdeiglesias;5.77;
2006;Municipios;1343;San Sebastián de los Reyes;3.43;
2006;Municipios;1356;Santa María de la Alameda;2.98;
2006;Municipios;1369;Santorcaz;4.02;
2006;Municipios;1375;Santos de la Humosa (Los);3.39;
2006;Municipios;1381;Serna del Monte (La);2.78;
2006;Municipios;1408;Serranillos del Valle;3.66;
2006;Municipios;1415;Sevilla la Nueva;3.92;
2006;Municipios;1436;Somosierra;1.72;
2006;Municipios;1441;Soto del Real;2.76;
2006;Municipios;1454;Talamanca de Jarama;4.05;
2006;Municipios;1467;Tielmes;2.11;
2006;Municipios;1473;Titulcia;3.39;
2006;Municipios;1489;Torrejón de Ardoz;4.15;
2006;Municipios;1492;Torrejón de la Calzada;3.75;
2006;Municipios;1505;Torrejón de Velasco;4.33;
2006;Municipios;1512;Torrelaguna;3.25;
2006;Municipios;1527;Torrelodones;2.35;
2006;Municipios;1533;Torremocha de Jarama;3.61;
2006;Municipios;1548;Torres de la Alameda;4.70;
2006;Municipios;9036;Tres Cantos;2.38;
2006;Municipios;1551;Valdaracete;7.12;
2006;Municipios;1564;Valdeavero;5.00;
2006;Municipios;1570;Valdelaguna;4.59;
2006;Municipios;1586;Valdemanco;2.67;
2006;Municipios;1599;Valdemaqueda;5.20;
2006;Municipios;1603;Valdemorillo;3.30;
2006;Municipios;1610;Valdemoro;5.18;
2006;Municipios;1625;Valdeolmos-Alalpardo;2.64;
2006;Municipios;1631;Valdepiélagos;4.13;
2006;Municipios;1646;Valdetorres de Jarama;4.18;
2006;Municipios;1659;Valdilecha;2.79;
2006;Municipios;1662;Valverde de Alcalá;3.87;
2006;Municipios;1678;Velilla de San Antonio;3.82;
2006;Municipios;1684;Vellón (El);3.91;
2006;Municipios;1697;Venturada;2.96;
2006;Municipios;1718;Villa del Prado;3.59;
2006;Municipios;1701;Villaconejos;3.88;
2006;Municipios;1723;Villalbilla;3.53;
2006;Municipios;1739;Villamanrique de Tajo;5.14;
2006;Municipios;1744;Villamanta;3.65;
2006;Municipios;1757;Villamantilla;4.04;
2006;Municipios;1760;Villanueva de la Cañada;2.40;
2006;Municipios;1782;Villanueva de Perales;4.07;
2006;Municipios;1776;Villanueva del Pardillo;3.17;
2006;Municipios;1795;Villar del Olmo;3.34;
2006;Municipios;1809;Villarejo de Salvanés;2.99;
2006;Municipios;1816;Villaviciosa de Odón;2.66;
2006;Municipios;1821;Villavieja del Lozoya;5.61;
2006;Municipios;1837;Zarzalejo;4.67;
2006;Zonas Estadísticas;03;Este Metropolitano;3.99;
2006;Zonas Estadísticas;01;Municipio de Madrid;3.56;
2006;Zonas Estadísticas;07;Nordeste Comunidad;3.62;
2006;Zonas Estadísticas;02;Norte Metropolitano;2.97;
2006;Zonas Estadísticas;05;Oeste Metropolitano;2.79;
2006;Zonas Estadísticas;11;Sierra Central;3.28;
2006;Zonas Estadísticas;06;Sierra Norte;3.34;
2006;Zonas Estadísticas;10;Sierra Sur;5.07;
2006;Zonas Estadísticas;08;Sudeste Comunidad;3.65;
2006;Zonas Estadísticas;09;Sudoeste Comunidad;3.86;
2006;Zonas Estadísticas;04;Sur Metropolitano;4.58;
2007;Comunidad de Madrid;;Comunidad de Madrid;3.66;
2007;Municipios;0014;Acebeda (La);3.45;
2007;Municipios;0029;Ajalvir;2.61;
2007;Municipios;0035;Alameda del Valle;2.87;
2007;Municipios;0040;Álamo (El);3.39;
2007;Municipios;0053;Alcalá de Henares;4.32;
2007;Municipios;0066;Alcobendas;2.87;
2007;Municipios;0072;Alcorcón;4.26;
2007;Municipios;0088;Aldea del Fresno;4.54;
2007;Municipios;0091;Algete;3.26;
2007;Municipios;0105;Alpedrete;3.39;
2007;Municipios;0112;Ambite;2.78;
2007;Municipios;0127;Anchuelo;3.93;
2007;Municipios;0133;Aranjuez;4.62;
2007;Municipios;0148;Arganda del Rey;3.56;
2007;Municipios;0151;Arroyomolinos;3.44;
2007;Municipios;0164;Atazar (El);2.59;
2007;Municipios;0170;Batres;3.71;
2007;Municipios;0186;Becerril de la Sierra;3.50;
2007;Municipios;0199;Belmonte de Tajo;3.54;
2007;Municipios;0210;Berrueco (El);3.39;
2007;Municipios;0203;Berzosa del Lozoya;4.21;
2007;Municipios;0225;Boadilla del Monte;2.12;
2007;Municipios;0231;Boalo (El);3.13;
2007;Municipios;0246;Braojos;2.86;
2007;Municipios;0259;Brea de Tajo;1.72;
2007;Municipios;0262;Brunete;2.72;
2007;Municipios;0278;Buitrago del Lozoya;3.82;
2007;Municipios;0284;Bustarviejo;3.02;
2007;Municipios;0297;Cabanillas de la Sierra;4.73;
2007;Municipios;0301;Cabrera (La);3.20;
2007;Municipios;0318;Cadalso de los Vidrios;5.48;
2007;Municipios;0323;Camarma de Esteruelas;3.82;
2007;Municipios;0339;Campo Real;2.71;
2007;Municipios;0344;Canencia;4.65;
2007;Municipios;0357;Carabaña;4.32;
2007;Municipios;0360;Casarrubuelos;4.25;
2007;Municipios;0376;Cenicientos;6.18;
2007;Municipios;0382;Cercedilla;2.72;
2007;Municipios;0395;Cervera de Buitrago;1.36;
2007;Municipios;0513;Chapinería;4.23;
2007;Municipios;0528;Chinchón;3.94;
2007;Municipios;0409;Ciempozuelos;3.48;
2007;Municipios;0416;Cobeña;2.44;
2007;Municipios;0468;Collado Mediano;3.49;
2007;Municipios;0474;Collado Villalba;4.04;
2007;Municipios;0437;Colmenar de Oreja;3.81;
2007;Municipios;0421;Colmenar del Arroyo;3.08;
2007;Municipios;0455;Colmenar Viejo;3.16;
2007;Municipios;0442;Colmenarejo;3.00;
2007;Municipios;0480;Corpa;3.98;
2007;Municipios;0493;Coslada;4.31;
2007;Municipios;0506;Cubas de la Sagra;2.96;
2007;Municipios;0534;Daganzo de Arriba;3.39;
2007;Municipios;0549;Escorial (El);2.95;
2007;Municipios;0552;Estremera;1.95;
2007;Municipios;0565;Fresnedillas de la Oliva;4.78;
2007;Municipios;0571;Fresno de Torote;3.49;
2007;Municipios;0587;Fuenlabrada;4.58;
2007;Municipios;0590;Fuente el Saz de Jarama;2.73;
2007;Municipios;0604;Fuentidueña de Tajo;5.78;
2007;Municipios;0611;Galapagar;3.52;
2007;Municipios;0626;Garganta de los Montes;4.59;
2007;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;4.31;
2007;Municipios;0647;Gascones;6.76;
2007;Municipios;0650;Getafe;4.20;
2007;Municipios;0663;Griñón;2.61;
2007;Municipios;0679;Guadalix de la Sierra;3.80;
2007;Municipios;0685;Guadarrama;3.03;
2007;Municipios;0698;Hiruela (La);1.35;
2007;Municipios;0702;Horcajo de la Sierra-Aoslos;3.51;
2007;Municipios;0719;Horcajuelo de la Sierra;1.94;
2007;Municipios;0724;Hoyo de Manzanares;2.53;
2007;Municipios;0730;Humanes de Madrid;4.89;
2007;Municipios;0745;Leganés;4.30;
2007;Municipios;0758;Loeches;3.85;
2007;Municipios;0761;Lozoya;2.69;
2007;Municipios;9015;Lozoyuela-Navas-Sieteiglesias;3.27;
2007;Municipios;0783;Madarcos;2.22;
2007;Municipios;0796;Madrid;3.50;
2007;Municipios;0800;Majadahonda;2.61;
2007;Municipios;0822;Manzanares el Real;3.72;
2007;Municipios;0838;Meco;3.65;
2007;Municipios;0843;Mejorada del Campo;4.09;
2007;Municipios;0856;Miraflores de la Sierra;3.57;
2007;Municipios;0869;Molar (El);3.25;
2007;Municipios;0875;Molinos (Los);2.42;
2007;Municipios;0881;Montejo de la Sierra;1.52;
2007;Municipios;0894;Moraleja de Enmedio;3.24;
2007;Municipios;0908;Moralzarzal;3.19;
2007;Municipios;0915;Morata de Tajuña;3.83;
2007;Municipios;0920;Móstoles;4.84;
2007;Municipios;0936;Navacerrada;4.12;
2007;Municipios;0941;Navalafuente;4.17;
2007;Municipios;0954;Navalagamella;3.45;
2007;Municipios;0967;Navalcarnero;4.38;
2007;Municipios;0973;Navarredonda y San Mamés;3.55;
2007;Municipios;0992;Navas del Rey;4.77;
2007;Municipios;1006;Nuevo Baztán;3.41;
2007;Municipios;1013;Olmeda de las Fuentes;4.65;
2007;Municipios;1028;Orusco de Tajuña;5.02;
2007;Municipios;1049;Paracuellos de Jarama;2.64;
2007;Municipios;1065;Parla;5.03;
2007;Municipios;1071;Patones;2.70;
2007;Municipios;1087;Pedrezuela;3.12;
2007;Municipios;1090;Pelayos de la Presa;4.98;
2007;Municipios;1104;Perales de Tajuña;3.56;
2007;Municipios;1111;Pezuela de las Torres;3.09;
2007;Municipios;1126;Pinilla del Valle;7.73;
2007;Municipios;1132;Pinto;3.57;
2007;Municipios;1147;Piñuécar-Gandullas;3.26;
2007;Municipios;1150;Pozuelo de Alarcón;2.17;
2007;Municipios;1163;Pozuelo del Rey;3.36;
2007;Municipios;1179;Prádena del Rincón;4.55;
2007;Municipios;1185;Puebla de la Sierra;4.59;
2007;Municipios;9020;Puentes Viejas;3.80;
2007;Municipios;1198;Quijorna;2.65;
2007;Municipios;1202;Rascafría;1.95;
2007;Municipios;1219;Redueña;2.66;
2007;Municipios;1224;Ribatejada;4.07;
2007;Municipios;1230;Rivas-Vaciamadrid;2.91;
2007;Municipios;1245;Robledillo de la Jara;0.00;
2007;Municipios;1258;Robledo de Chavela;3.67;
2007;Municipios;1261;Robregordo;1.41;
2007;Municipios;1277;Rozas de Madrid (Las);2.62;
2007;Municipios;1283;Rozas de Puerto Real;3.49;
2007;Municipios;1296;San Agustín del Guadalix;2.86;
2007;Municipios;1300;San Fernando de Henares;4.18;
2007;Municipios;1317;San Lorenzo de El Escorial;2.88;
2007;Municipios;1322;San Martín de la Vega;3.44;
2007;Municipios;1338;San Martín de Valdeiglesias;5.31;
2007;Municipios;1343;San Sebastián de los Reyes;3.48;
2007;Municipios;1356;Santa María de la Alameda;3.30;
2007;Municipios;1369;Santorcaz;4.69;
2007;Municipios;1375;Santos de la Humosa (Los);3.51;
2007;Municipios;1381;Serna del Monte (La);3.57;
2007;Municipios;1408;Serranillos del Valle;3.03;
2007;Municipios;1415;Sevilla la Nueva;3.55;
2007;Municipios;1436;Somosierra;1.75;
2007;Municipios;1441;Soto del Real;2.77;
2007;Municipios;1454;Talamanca de Jarama;3.62;
2007;Municipios;1467;Tielmes;2.29;
2007;Municipios;1473;Titulcia;3.02;
2007;Municipios;1489;Torrejón de Ardoz;4.30;
2007;Municipios;1492;Torrejón de la Calzada;3.82;
2007;Municipios;1505;Torrejón de Velasco;4.39;
2007;Municipios;1512;Torrelaguna;3.25;
2007;Municipios;1527;Torrelodones;2.25;
2007;Municipios;1533;Torremocha de Jarama;2.24;
2007;Municipios;1548;Torres de la Alameda;4.27;
2007;Municipios;9036;Tres Cantos;2.36;
2007;Municipios;1551;Valdaracete;9.76;
2007;Municipios;1564;Valdeavero;3.63;
2007;Municipios;1570;Valdelaguna;3.86;
2007;Municipios;1586;Valdemanco;2.45;
2007;Municipios;1599;Valdemaqueda;3.20;
2007;Municipios;1603;Valdemorillo;3.21;
2007;Municipios;1610;Valdemoro;4.86;
2007;Municipios;1625;Valdeolmos-Alalpardo;2.48;
2007;Municipios;1631;Valdepiélagos;3.35;
2007;Municipios;1646;Valdetorres de Jarama;3.90;
2007;Municipios;1659;Valdilecha;3.63;
2007;Municipios;1662;Valverde de Alcalá;1.64;
2007;Municipios;1678;Velilla de San Antonio;3.73;
2007;Municipios;1684;Vellón (El);3.17;
2007;Municipios;1697;Venturada;2.42;
2007;Municipios;1718;Villa del Prado;2.86;
2007;Municipios;1701;Villaconejos;5.14;
2007;Municipios;1723;Villalbilla;3.49;
2007;Municipios;1739;Villamanrique de Tajo;3.82;
2007;Municipios;1744;Villamanta;3.70;
2007;Municipios;1757;Villamantilla;3.53;
2007;Municipios;1760;Villanueva de la Cañada;2.28;
2007;Municipios;1782;Villanueva de Perales;3.31;
2007;Municipios;1776;Villanueva del Pardillo;2.71;
2007;Municipios;1795;Villar del Olmo;3.16;
2007;Municipios;1809;Villarejo de Salvanés;3.57;
2007;Municipios;1816;Villaviciosa de Odón;2.79;
2007;Municipios;1821;Villavieja del Lozoya;4.33;
2007;Municipios;1837;Zarzalejo;4.13;
2007;Zonas Estadísticas;03;Este Metropolitano;4.05;
2007;Zonas Estadísticas;01;Municipio de Madrid;3.50;
2007;Zonas Estadísticas;07;Nordeste Comunidad;3.42;
2007;Zonas Estadísticas;02;Norte Metropolitano;3.00;
2007;Zonas Estadísticas;05;Oeste Metropolitano;2.71;
2007;Zonas Estadísticas;11;Sierra Central;3.09;
2007;Zonas Estadísticas;06;Sierra Norte;3.27;
2007;Zonas Estadísticas;10;Sierra Sur;4.62;
2007;Zonas Estadísticas;08;Sudeste Comunidad;3.74;
2007;Zonas Estadísticas;09;Sudoeste Comunidad;3.58;
2007;Zonas Estadísticas;04;Sur Metropolitano;4.47;
2008;Comunidad de Madrid;;Comunidad de Madrid;4.05;
2008;Municipios;0014;Acebeda (La);5.26;
2008;Municipios;0029;Ajalvir;3.01;
2008;Municipios;0035;Alameda del Valle;3.20;
2008;Municipios;0040;Álamo (El);4.29;
2008;Municipios;0053;Alcalá de Henares;4.77;
2008;Municipios;0066;Alcobendas;3.24;
2008;Municipios;0072;Alcorcón;4.73;
2008;Municipios;0088;Aldea del Fresno;5.57;
2008;Municipios;0091;Algete;3.15;
2008;Municipios;0105;Alpedrete;3.91;
2008;Municipios;0112;Ambite;3.71;
2008;Municipios;0127;Anchuelo;4.48;
2008;Municipios;0133;Aranjuez;4.87;
2008;Municipios;0148;Arganda del Rey;4.44;
2008;Municipios;0151;Arroyomolinos;3.49;
2008;Municipios;0164;Atazar (El);2.75;
2008;Municipios;0170;Batres;3.42;
2008;Municipios;0186;Becerril de la Sierra;3.86;
2008;Municipios;0199;Belmonte de Tajo;4.49;
2008;Municipios;0210;Berrueco (El);3.16;
2008;Municipios;0203;Berzosa del Lozoya;3.42;
2008;Municipios;0225;Boadilla del Monte;2.42;
2008;Municipios;0231;Boalo (El);3.34;
2008;Municipios;0246;Braojos;4.40;
2008;Municipios;0259;Brea de Tajo;3.45;
2008;Municipios;0262;Brunete;3.41;
2008;Municipios;0278;Buitrago del Lozoya;3.34;
2008;Municipios;0284;Bustarviejo;4.65;
2008;Municipios;0297;Cabanillas de la Sierra;3.68;
2008;Municipios;0301;Cabrera (La);3.39;
2008;Municipios;0318;Cadalso de los Vidrios;6.89;
2008;Municipios;0323;Camarma de Esteruelas;4.22;
2008;Municipios;0339;Campo Real;4.36;
2008;Municipios;0344;Canencia;4.22;
2008;Municipios;0357;Carabaña;4.53;
2008;Municipios;0360;Casarrubuelos;5.06;
2008;Municipios;0376;Cenicientos;7.04;
2008;Municipios;0382;Cercedilla;3.57;
2008;Municipios;0395;Cervera de Buitrago;1.41;
2008;Municipios;0513;Chapinería;6.76;
2008;Municipios;0528;Chinchón;4.57;
2008;Municipios;0409;Ciempozuelos;4.37;
2008;Municipios;0416;Cobeña;2.29;
2008;Municipios;0468;Collado Mediano;3.89;
2008;Municipios;0474;Collado Villalba;4.78;
2008;Municipios;0437;Colmenar de Oreja;4.32;
2008;Municipios;0421;Colmenar del Arroyo;3.64;
2008;Municipios;0455;Colmenar Viejo;3.58;
2008;Municipios;0442;Colmenarejo;3.46;
2008;Municipios;0480;Corpa;4.26;
2008;Municipios;0493;Coslada;4.22;
2008;Municipios;0506;Cubas de la Sagra;3.75;
2008;Municipios;0534;Daganzo de Arriba;3.50;
2008;Municipios;0549;Escorial (El);3.24;
2008;Municipios;0552;Estremera;1.85;
2008;Municipios;0565;Fresnedillas de la Oliva;6.61;
2008;Municipios;0571;Fresno de Torote;4.46;
2008;Municipios;0587;Fuenlabrada;5.48;
2008;Municipios;0590;Fuente el Saz de Jarama;3.31;
2008;Municipios;0604;Fuentidueña de Tajo;6.50;
2008;Municipios;0611;Galapagar;4.11;
2008;Municipios;0626;Garganta de los Montes;5.68;
2008;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;5.99;
2008;Municipios;0647;Gascones;2.07;
2008;Municipios;0650;Getafe;4.61;
2008;Municipios;0663;Griñón;2.91;
2008;Municipios;0679;Guadalix de la Sierra;4.21;
2008;Municipios;0685;Guadarrama;3.45;
2008;Municipios;0698;Hiruela (La);3.95;
2008;Municipios;0702;Horcajo de la Sierra-Aoslos;3.49;
2008;Municipios;0719;Horcajuelo de la Sierra;0.98;
2008;Municipios;0724;Hoyo de Manzanares;2.94;
2008;Municipios;0730;Humanes de Madrid;6.17;
2008;Municipios;0745;Leganés;4.90;
2008;Municipios;0758;Loeches;4.48;
2008;Municipios;0761;Lozoya;2.92;
2008;Municipios;9015;Lozoyuela-Navas-Sieteiglesias;5.43;
2008;Municipios;0783;Madarcos;0.00;
2008;Municipios;0796;Madrid;3.79;
2008;Municipios;0800;Majadahonda;2.81;
2008;Municipios;0822;Manzanares el Real;4.30;
2008;Municipios;0838;Meco;4.43;
2008;Municipios;0843;Mejorada del Campo;4.62;
2008;Municipios;0856;Miraflores de la Sierra;3.65;
2008;Municipios;0869;Molar (El);4.35;
2008;Municipios;0875;Molinos (Los);3.09;
2008;Municipios;0881;Montejo de la Sierra;1.97;
2008;Municipios;0894;Moraleja de Enmedio;4.75;
2008;Municipios;0908;Moralzarzal;3.96;
2008;Municipios;0915;Morata de Tajuña;4.44;
2008;Municipios;0920;Móstoles;5.37;
2008;Municipios;0936;Navacerrada;4.37;
2008;Municipios;0941;Navalafuente;5.87;
2008;Municipios;0954;Navalagamella;4.03;
2008;Municipios;0967;Navalcarnero;4.99;
2008;Municipios;0973;Navarredonda y San Mamés;2.65;
2008;Municipios;0992;Navas del Rey;5.57;
2008;Municipios;1006;Nuevo Baztán;4.32;
2008;Municipios;1013;Olmeda de las Fuentes;4.24;
2008;Municipios;1028;Orusco de Tajuña;4.59;
2008;Municipios;1049;Paracuellos de Jarama;2.86;
2008;Municipios;1065;Parla;6.05;
2008;Municipios;1071;Patones;2.90;
2008;Municipios;1087;Pedrezuela;3.35;
2008;Municipios;1090;Pelayos de la Presa;6.87;
2008;Municipios;1104;Perales de Tajuña;4.05;
2008;Municipios;1111;Pezuela de las Torres;3.52;
2008;Municipios;1126;Pinilla del Valle;4.86;
2008;Municipios;1132;Pinto;4.54;
2008;Municipios;1147;Piñuécar-Gandullas;3.63;
2008;Municipios;1150;Pozuelo de Alarcón;2.37;
2008;Municipios;1163;Pozuelo del Rey;5.73;
2008;Municipios;1179;Prádena del Rincón;2.63;
2008;Municipios;1185;Puebla de la Sierra;0.93;
2008;Municipios;9020;Puentes Viejas;4.80;
2008;Municipios;1198;Quijorna;3.00;
2008;Municipios;1202;Rascafría;2.04;
2008;Municipios;1219;Redueña;4.51;
2008;Municipios;1224;Ribatejada;4.32;
2008;Municipios;1230;Rivas-Vaciamadrid;3.16;
2008;Municipios;1245;Robledillo de la Jara;3.08;
2008;Municipios;1258;Robledo de Chavela;4.06;
2008;Municipios;1261;Robregordo;3.23;
2008;Municipios;1277;Rozas de Madrid (Las);2.56;
2008;Municipios;1283;Rozas de Puerto Real;6.97;
2008;Municipios;1296;San Agustín del Guadalix;3.35;
2008;Municipios;1300;San Fernando de Henares;4.03;
2008;Municipios;1317;San Lorenzo de El Escorial;3.16;
2008;Municipios;1322;San Martín de la Vega;4.23;
2008;Municipios;1338;San Martín de Valdeiglesias;5.91;
2008;Municipios;1343;San Sebastián de los Reyes;3.80;
2008;Municipios;1356;Santa María de la Alameda;5.26;
2008;Municipios;1369;Santorcaz;6.49;
2008;Municipios;1375;Santos de la Humosa (Los);4.51;
2008;Municipios;1381;Serna del Monte (La);5.41;
2008;Municipios;1408;Serranillos del Valle;3.97;
2008;Municipios;1415;Sevilla la Nueva;4.07;
2008;Municipios;1436;Somosierra;3.64;
2008;Municipios;1441;Soto del Real;2.74;
2008;Municipios;1454;Talamanca de Jarama;5.30;
2008;Municipios;1467;Tielmes;4.23;
2008;Municipios;1473;Titulcia;4.59;
2008;Municipios;1489;Torrejón de Ardoz;4.90;
2008;Municipios;1492;Torrejón de la Calzada;3.98;
2008;Municipios;1505;Torrejón de Velasco;4.87;
2008;Municipios;1512;Torrelaguna;3.38;
2008;Municipios;1527;Torrelodones;2.11;
2008;Municipios;1533;Torremocha de Jarama;2.84;
2008;Municipios;1548;Torres de la Alameda;4.95;
2008;Municipios;9036;Tres Cantos;2.43;
2008;Municipios;1551;Valdaracete;8.61;
2008;Municipios;1564;Valdeavero;3.76;
2008;Municipios;1570;Valdelaguna;4.96;
2008;Municipios;1586;Valdemanco;3.48;
2008;Municipios;1599;Valdemaqueda;4.89;
2008;Municipios;1603;Valdemorillo;3.88;
2008;Municipios;1610;Valdemoro;5.19;
2008;Municipios;1625;Valdeolmos-Alalpardo;2.43;
2008;Municipios;1631;Valdepiélagos;3.76;
2008;Municipios;1646;Valdetorres de Jarama;4.45;
2008;Municipios;1659;Valdilecha;3.37;
2008;Municipios;1662;Valverde de Alcalá;5.65;
2008;Municipios;1678;Velilla de San Antonio;3.73;
2008;Municipios;1684;Vellón (El);5.16;
2008;Municipios;1697;Venturada;2.30;
2008;Municipios;1718;Villa del Prado;4.46;
2008;Municipios;1701;Villaconejos;6.14;
2008;Municipios;1723;Villalbilla;3.80;
2008;Municipios;1739;Villamanrique de Tajo;4.06;
2008;Municipios;1744;Villamanta;4.15;
2008;Municipios;1757;Villamantilla;4.06;
2008;Municipios;1760;Villanueva de la Cañada;2.60;
2008;Municipios;1782;Villanueva de Perales;4.77;
2008;Municipios;1776;Villanueva del Pardillo;3.17;
2008;Municipios;1795;Villar del Olmo;3.57;
2008;Municipios;1809;Villarejo de Salvanés;4.99;
2008;Municipios;1816;Villaviciosa de Odón;3.07;
2008;Municipios;1821;Villavieja del Lozoya;4.23;
2008;Municipios;1837;Zarzalejo;4.63;
2008;Zonas Estadísticas;03;Este Metropolitano;4.40;
2008;Zonas Estadísticas;01;Municipio de Madrid;3.79;
2008;Zonas Estadísticas;07;Nordeste Comunidad;4.03;
2008;Zonas Estadísticas;02;Norte Metropolitano;3.29;
2008;Zonas Estadísticas;05;Oeste Metropolitano;2.97;
2008;Zonas Estadísticas;11;Sierra Central;3.52;
2008;Zonas Estadísticas;06;Sierra Norte;3.70;
2008;Zonas Estadísticas;10;Sierra Sur;5.66;
2008;Zonas Estadísticas;08;Sudeste Comunidad;4.50;
2008;Zonas Estadísticas;09;Sudoeste Comunidad;4.20;
2008;Zonas Estadísticas;04;Sur Metropolitano;5.11;
2009;Comunidad de Madrid;;Comunidad de Madrid;6.35;
2009;Municipios;0014;Acebeda (La);1.64;
2009;Municipios;0029;Ajalvir;4.95;
2009;Municipios;0035;Alameda del Valle;4.64;
2009;Municipios;0040;Álamo (El);7.43;
2009;Municipios;0053;Alcalá de Henares;8.17;
2009;Municipios;0066;Alcobendas;5.39;
2009;Municipios;0072;Alcorcón;7.07;
2009;Municipios;0088;Aldea del Fresno;9.36;
2009;Municipios;0091;Algete;5.27;
2009;Municipios;0105;Alpedrete;5.65;
2009;Municipios;0112;Ambite;8.44;
2009;Municipios;0127;Anchuelo;7.76;
2009;Municipios;0133;Aranjuez;7.59;
2009;Municipios;0148;Arganda del Rey;8.96;
2009;Municipios;0151;Arroyomolinos;4.78;
2009;Municipios;0164;Atazar (El);2.75;
2009;Municipios;0170;Batres;5.80;
2009;Municipios;0186;Becerril de la Sierra;6.57;
2009;Municipios;0199;Belmonte de Tajo;8.20;
2009;Municipios;0210;Berrueco (El);5.64;
2009;Municipios;0203;Berzosa del Lozoya;3.98;
2009;Municipios;0225;Boadilla del Monte;3.43;
2009;Municipios;0231;Boalo (El);5.77;
2009;Municipios;0246;Braojos;4.21;
2009;Municipios;0259;Brea de Tajo;6.21;
2009;Municipios;0262;Brunete;5.61;
2009;Municipios;0278;Buitrago del Lozoya;5.05;
2009;Municipios;0284;Bustarviejo;6.79;
2009;Municipios;0297;Cabanillas de la Sierra;4.30;
2009;Municipios;0301;Cabrera (La);7.70;
2009;Municipios;0318;Cadalso de los Vidrios;10.54;
2009;Municipios;0323;Camarma de Esteruelas;7.42;
2009;Municipios;0339;Campo Real;7.76;
2009;Municipios;0344;Canencia;4.21;
2009;Municipios;0357;Carabaña;8.48;
2009;Municipios;0360;Casarrubuelos;7.32;
2009;Municipios;0376;Cenicientos;8.19;
2009;Municipios;0382;Cercedilla;5.35;
2009;Municipios;0395;Cervera de Buitrago;1.28;
2009;Municipios;0513;Chapinería;7.86;
2009;Municipios;0528;Chinchón;8.18;
2009;Municipios;0409;Ciempozuelos;8.14;
2009;Municipios;0416;Cobeña;3.90;
2009;Municipios;0468;Collado Mediano;5.78;
2009;Municipios;0474;Collado Villalba;7.67;
2009;Municipios;0437;Colmenar de Oreja;9.05;
2009;Municipios;0421;Colmenar del Arroyo;6.03;
2009;Municipios;0455;Colmenar Viejo;6.33;
2009;Municipios;0442;Colmenarejo;5.82;
2009;Municipios;0480;Corpa;7.33;
2009;Municipios;0493;Coslada;7.03;
2009;Municipios;0506;Cubas de la Sagra;5.60;
2009;Municipios;0534;Daganzo de Arriba;5.22;
2009;Municipios;0549;Escorial (El);5.11;
2009;Municipios;0552;Estremera;6.13;
2009;Municipios;0565;Fresnedillas de la Oliva;7.52;
2009;Municipios;0571;Fresno de Torote;7.33;
2009;Municipios;0587;Fuenlabrada;9.21;
2009;Municipios;0590;Fuente el Saz de Jarama;6.56;
2009;Municipios;0604;Fuentidueña de Tajo;10.86;
2009;Municipios;0611;Galapagar;6.36;
2009;Municipios;0626;Garganta de los Montes;6.55;
2009;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;4.76;
2009;Municipios;0647;Gascones;3.95;
2009;Municipios;0650;Getafe;7.34;
2009;Municipios;0663;Griñón;5.16;
2009;Municipios;0679;Guadalix de la Sierra;6.53;
2009;Municipios;0685;Guadarrama;5.45;
2009;Municipios;0698;Hiruela (La);1.35;
2009;Municipios;0702;Horcajo de la Sierra-Aoslos;1.73;
2009;Municipios;0719;Horcajuelo de la Sierra;4.40;
2009;Municipios;0724;Hoyo de Manzanares;4.29;
2009;Municipios;0730;Humanes de Madrid;10.18;
2009;Municipios;0745;Leganés;7.80;
2009;Municipios;0758;Loeches;7.23;
2009;Municipios;0761;Lozoya;4.60;
2009;Municipios;9015;Lozoyuela-Navas-Sieteiglesias;9.06;
2009;Municipios;0783;Madarcos;0.00;
2009;Municipios;0796;Madrid;5.72;
2009;Municipios;0800;Majadahonda;4.06;
2009;Municipios;0822;Manzanares el Real;6.06;
2009;Municipios;0838;Meco;8.70;
2009;Municipios;0843;Mejorada del Campo;8.62;
2009;Municipios;0856;Miraflores de la Sierra;6.66;
2009;Municipios;0869;Molar (El);7.17;
2009;Municipios;0875;Molinos (Los);5.07;
2009;Municipios;0881;Montejo de la Sierra;1.41;
2009;Municipios;0894;Moraleja de Enmedio;7.83;
2009;Municipios;0908;Moralzarzal;5.94;
2009;Municipios;0915;Morata de Tajuña;8.47;
2009;Municipios;0920;Móstoles;8.22;
