Año;Tipo territorio;Código territorio;Territorio;Valor;Estado dato
2009;Municipios;0936;Navacerrada;5.06;
2009;Municipios;0941;Navalafuente;10.79;
2009;Municipios;0954;Navalagamella;7.33;
2009;Municipios;0967;Navalcarnero;8.15;
2009;Municipios;0973;Navarredonda y San Mamés;5.63;
2009;Municipios;0992;Navas del Rey;9.37;
2009;Municipios;1006;Nuevo Baztán;6.79;
2009;Municipios;1013;Olmeda de las Fuentes;6.06;
2009;Municipios;1028;Orusco de Tajuña;7.52;
2009;Municipios;1049;Paracuellos de Jarama;4.35;
2009;Municipios;1065;Parla;10.05;
2009;Municipios;1071;Patones;3.94;
2009;Municipios;1087;Pedrezuela;5.80;
2009;Municipios;1090;Pelayos de la Presa;8.95;
2009;Municipios;1104;Perales de Tajuña;8.01;
2009;Municipios;1111;Pezuela de las Torres;6.90;
2009;Municipios;1126;Pinilla del Valle;3.06;
2009;Municipios;1132;Pinto;7.48;
2009;Municipios;1147;Piñuécar-Gandullas;3.96;
2009;Municipios;1150;Pozuelo de Alarcón;3.30;
2009;Municipios;1163;Pozuelo del Rey;7.12;
2009;Municipios;1179;Prádena del Rincón;5.74;
2009;Municipios;1185;Puebla de la Sierra;3.64;
2009;Municipios;9020;Puentes Viejas;5.30;
2009;Municipios;1198;Quijorna;5.77;
2009;Municipios;1202;Rascafría;3.65;
2009;Municipios;1219;Redueña;5.38;
2009;Municipios;1224;Ribatejada;7.68;
2009;Municipios;1230;Rivas-Vaciamadrid;5.14;
2009;Municipios;1245;Robledillo de la Jara;4.41;
2009;Municipios;1258;Robledo de Chavela;6.48;
2009;Municipios;1261;Robregordo;1.64;
2009;Municipios;1277;Rozas de Madrid (Las);3.76;
2009;Municipios;1283;Rozas de Puerto Real;7.28;
2009;Municipios;1296;San Agustín del Guadalix;5.15;
2009;Municipios;1300;San Fernando de Henares;6.84;
2009;Municipios;1317;San Lorenzo de El Escorial;4.77;
2009;Municipios;1322;San Martín de la Vega;8.02;
2009;Municipios;1338;San Martín de Valdeiglesias;9.07;
2009;Municipios;1343;San Sebastián de los Reyes;6.08;
2009;Municipios;1356;Santa María de la Alameda;6.17;
2009;Municipios;1369;Santorcaz;9.58;
2009;Municipios;1375;Santos de la Humosa (Los);8.32;
2009;Municipios;1381;Serna del Monte (La);4.85;
2009;Municipios;1408;Serranillos del Valle;5.97;
2009;Municipios;1415;Sevilla la Nueva;5.99;
2009;Municipios;1436;Somosierra;1.80;
2009;Municipios;1441;Soto del Real;4.62;
2009;Municipios;1454;Talamanca de Jarama;8.14;
2009;Municipios;1467;Tielmes;6.72;
2009;Municipios;1473;Titulcia;7.66;
2009;Municipios;1489;Torrejón de Ardoz;8.49;
2009;Municipios;1492;Torrejón de la Calzada;6.72;
2009;Municipios;1505;Torrejón de Velasco;6.35;
2009;Municipios;1512;Torrelaguna;7.38;
2009;Municipios;1527;Torrelodones;3.24;
2009;Municipios;1533;Torremocha de Jarama;4.68;
2009;Municipios;1548;Torres de la Alameda;8.74;
2009;Municipios;9036;Tres Cantos;3.64;
2009;Municipios;1551;Valdaracete;12.28;
2009;Municipios;1564;Valdeavero;6.69;
2009;Municipios;1570;Valdelaguna;7.68;
2009;Municipios;1586;Valdemanco;4.82;
2009;Municipios;1599;Valdemaqueda;10.84;
2009;Municipios;1603;Valdemorillo;5.53;
2009;Municipios;1610;Valdemoro;7.91;
2009;Municipios;1625;Valdeolmos-Alalpardo;4.15;
2009;Municipios;1631;Valdepiélagos;5.79;
2009;Municipios;1646;Valdetorres de Jarama;8.01;
2009;Municipios;1659;Valdilecha;8.27;
2009;Municipios;1662;Valverde de Alcalá;5.16;
2009;Municipios;1678;Velilla de San Antonio;6.95;
2009;Municipios;1684;Vellón (El);7.92;
2009;Municipios;1697;Venturada;3.09;
2009;Municipios;1718;Villa del Prado;7.60;
2009;Municipios;1701;Villaconejos;9.15;
2009;Municipios;1723;Villalbilla;5.94;
2009;Municipios;1739;Villamanrique de Tajo;8.27;
2009;Municipios;1744;Villamanta;6.27;
2009;Municipios;1757;Villamantilla;4.43;
2009;Municipios;1760;Villanueva de la Cañada;4.09;
2009;Municipios;1782;Villanueva de Perales;5.51;
2009;Municipios;1776;Villanueva del Pardillo;5.15;
2009;Municipios;1795;Villar del Olmo;5.24;
2009;Municipios;1809;Villarejo de Salvanés;8.78;
2009;Municipios;1816;Villaviciosa de Odón;4.57;
2009;Municipios;1821;Villavieja del Lozoya;5.04;
2009;Municipios;1837;Zarzalejo;7.33;
2009;Zonas Estadísticas;03;Este Metropolitano;7.60;
2009;Zonas Estadísticas;01;Municipio de Madrid;5.72;
2009;Zonas Estadísticas;07;Nordeste Comunidad;7.09;
2009;Zonas Estadísticas;02;Norte Metropolitano;5.42;
2009;Zonas Estadísticas;05;Oeste Metropolitano;4.43;
2009;Zonas Estadísticas;11;Sierra Central;5.46;
2009;Zonas Estadísticas;06;Sierra Norte;5.98;
2009;Zonas Estadísticas;10;Sierra Sur;8.31;
2009;Zonas Estadísticas;08;Sudeste Comunidad;7.91;
2009;Zonas Estadísticas;09;Sudoeste Comunidad;6.63;
2009;Zonas Estadísticas;04;Sur Metropolitano;8.17;
2010;Comunidad de Madrid;;Comunidad de Madrid;7.43;
2010;Municipios;0014;Acebeda (La);8.47;
2010;Municipios;0029;Ajalvir;6.52;
2010;Municipios;0035;Alameda del Valle;7.53;
2010;Municipios;0040;Álamo (El);8.68;
2010;Municipios;0053;Alcalá de Henares;9.26;
2010;Municipios;0066;Alcobendas;6.42;
2010;Municipios;0072;Alcorcón;8.06;
2010;Municipios;0088;Aldea del Fresno;11.80;
2010;Municipios;0091;Algete;6.51;
2010;Municipios;0105;Alpedrete;5.99;
2010;Municipios;0112;Ambite;10.79;
2010;Municipios;0127;Anchuelo;11.36;
2010;Municipios;0133;Aranjuez;8.72;
2010;Municipios;0148;Arganda del Rey;10.17;
2010;Municipios;0151;Arroyomolinos;5.79;
2010;Municipios;0164;Atazar (El);7.84;
2010;Municipios;0170;Batres;7.59;
2010;Municipios;0186;Becerril de la Sierra;7.58;
2010;Municipios;0199;Belmonte de Tajo;11.09;
2010;Municipios;0210;Berrueco (El);8.26;
2010;Municipios;0203;Berzosa del Lozoya;4.81;
2010;Municipios;0225;Boadilla del Monte;4.08;
2010;Municipios;0231;Boalo (El);6.28;
2010;Municipios;0246;Braojos;7.33;
2010;Municipios;0259;Brea de Tajo;9.17;
2010;Municipios;0262;Brunete;6.42;
2010;Municipios;0278;Buitrago del Lozoya;6.29;
2010;Municipios;0284;Bustarviejo;9.51;
2010;Municipios;0297;Cabanillas de la Sierra;6.46;
2010;Municipios;0301;Cabrera (La);9.32;
2010;Municipios;0318;Cadalso de los Vidrios;12.43;
2010;Municipios;0323;Camarma de Esteruelas;8.64;
2010;Municipios;0339;Campo Real;10.76;
2010;Municipios;0344;Canencia;5.56;
2010;Municipios;0357;Carabaña;10.70;
2010;Municipios;0360;Casarrubuelos;9.30;
2010;Municipios;0376;Cenicientos;9.85;
2010;Municipios;0382;Cercedilla;6.22;
2010;Municipios;0395;Cervera de Buitrago;7.18;
2010;Municipios;0513;Chapinería;10.64;
2010;Municipios;0528;Chinchón;9.30;
2010;Municipios;0409;Ciempozuelos;9.34;
2010;Municipios;0416;Cobeña;4.56;
2010;Municipios;0468;Collado Mediano;7.40;
2010;Municipios;0474;Collado Villalba;8.52;
2010;Municipios;0437;Colmenar de Oreja;11.18;
2010;Municipios;0421;Colmenar del Arroyo;7.68;
2010;Municipios;0455;Colmenar Viejo;7.57;
2010;Municipios;0442;Colmenarejo;6.40;
2010;Municipios;0480;Corpa;10.29;
2010;Municipios;0493;Coslada;7.98;
2010;Municipios;0506;Cubas de la Sagra;6.92;
2010;Municipios;0534;Daganzo de Arriba;6.52;
2010;Municipios;0549;Escorial (El);6.08;
2010;Municipios;0552;Estremera;7.23;
2010;Municipios;0565;Fresnedillas de la Oliva;9.89;
2010;Municipios;0571;Fresno de Torote;8.53;
2010;Municipios;0587;Fuenlabrada;10.38;
2010;Municipios;0590;Fuente el Saz de Jarama;7.85;
2010;Municipios;0604;Fuentidueña de Tajo;11.74;
2010;Municipios;0611;Galapagar;7.49;
2010;Municipios;0626;Garganta de los Montes;8.29;
2010;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;6.87;
2010;Municipios;0647;Gascones;9.82;
2010;Municipios;0650;Getafe;8.31;
2010;Municipios;0663;Griñón;5.98;
2010;Municipios;0679;Guadalix de la Sierra;8.03;
2010;Municipios;0685;Guadarrama;6.27;
2010;Municipios;0698;Hiruela (La);1.52;
2010;Municipios;0702;Horcajo de la Sierra-Aoslos;8.77;
2010;Municipios;0719;Horcajuelo de la Sierra;4.21;
2010;Municipios;0724;Hoyo de Manzanares;5.05;
2010;Municipios;0730;Humanes de Madrid;11.24;
2010;Municipios;0745;Leganés;8.96;
2010;Municipios;0758;Loeches;8.83;
2010;Municipios;0761;Lozoya;6.72;
2010;Municipios;9015;Lozoyuela-Navas-Sieteiglesias;8.50;
2010;Municipios;0783;Madarcos;6.12;
2010;Municipios;0796;Madrid;6.76;
2010;Municipios;0800;Majadahonda;4.82;
2010;Municipios;0822;Manzanares el Real;8.08;
2010;Municipios;0838;Meco;9.78;
2010;Municipios;0843;Mejorada del Campo;9.76;
2010;Municipios;0856;Miraflores de la Sierra;7.68;
2010;Municipios;0869;Molar (El);8.37;
2010;Municipios;0875;Molinos (Los);5.96;
2010;Municipios;0881;Montejo de la Sierra;5.77;
2010;Municipios;0894;Moraleja de Enmedio;8.22;
2010;Municipios;0908;Moralzarzal;7.04;
2010;Municipios;0915;Morata de Tajuña;10.63;
2010;Municipios;0920;Móstoles;9.25;
2010;Municipios;0936;Navacerrada;5.53;
2010;Municipios;0941;Navalafuente;11.89;
2010;Municipios;0954;Navalagamella;9.44;
2010;Municipios;0967;Navalcarnero;9.31;
2010;Municipios;0973;Navarredonda y San Mamés;4.29;
2010;Municipios;0992;Navas del Rey;11.65;
2010;Municipios;1006;Nuevo Baztán;8.53;
2010;Municipios;1013;Olmeda de las Fuentes;6.17;
2010;Municipios;1028;Orusco de Tajuña;11.10;
2010;Municipios;1049;Paracuellos de Jarama;5.22;
2010;Municipios;1065;Parla;11.94;
2010;Municipios;1071;Patones;5.06;
2010;Municipios;1087;Pedrezuela;7.52;
2010;Municipios;1090;Pelayos de la Presa;12.50;
2010;Municipios;1104;Perales de Tajuña;9.47;
2010;Municipios;1111;Pezuela de las Torres;9.23;
2010;Municipios;1126;Pinilla del Valle;3.83;
2010;Municipios;1132;Pinto;8.87;
2010;Municipios;1147;Piñuécar-Gandullas;6.25;
2010;Municipios;1150;Pozuelo de Alarcón;4.00;
2010;Municipios;1163;Pozuelo del Rey;9.39;
2010;Municipios;1179;Prádena del Rincón;9.45;
2010;Municipios;1185;Puebla de la Sierra;8.11;
2010;Municipios;9020;Puentes Viejas;7.86;
2010;Municipios;1198;Quijorna;6.98;
2010;Municipios;1202;Rascafría;5.89;
2010;Municipios;1219;Redueña;5.40;
2010;Municipios;1224;Ribatejada;8.69;
2010;Municipios;1230;Rivas-Vaciamadrid;6.18;
2010;Municipios;1245;Robledillo de la Jara;4.26;
2010;Municipios;1258;Robledo de Chavela;7.51;
2010;Municipios;1261;Robregordo;1.64;
2010;Municipios;1277;Rozas de Madrid (Las);4.63;
2010;Municipios;1283;Rozas de Puerto Real;12.11;
2010;Municipios;1296;San Agustín del Guadalix;6.02;
2010;Municipios;1300;San Fernando de Henares;7.57;
2010;Municipios;1317;San Lorenzo de El Escorial;5.32;
2010;Municipios;1322;San Martín de la Vega;10.31;
2010;Municipios;1338;San Martín de Valdeiglesias;10.68;
2010;Municipios;1343;San Sebastián de los Reyes;7.23;
2010;Municipios;1356;Santa María de la Alameda;8.85;
2010;Municipios;1369;Santorcaz;9.12;
2010;Municipios;1375;Santos de la Humosa (Los);9.56;
2010;Municipios;1381;Serna del Monte (La);8.08;
2010;Municipios;1408;Serranillos del Valle;7.50;
2010;Municipios;1415;Sevilla la Nueva;7.17;
2010;Municipios;1436;Somosierra;6.67;
2010;Municipios;1441;Soto del Real;5.37;
2010;Municipios;1454;Talamanca de Jarama;8.75;
2010;Municipios;1467;Tielmes;8.99;
2010;Municipios;1473;Titulcia;11.03;
2010;Municipios;1489;Torrejón de Ardoz;9.97;
2010;Municipios;1492;Torrejón de la Calzada;7.94;
2010;Municipios;1505;Torrejón de Velasco;7.14;
2010;Municipios;1512;Torrelaguna;8.40;
2010;Municipios;1527;Torrelodones;3.90;
2010;Municipios;1533;Torremocha de Jarama;6.67;
2010;Municipios;1548;Torres de la Alameda;10.06;
2010;Municipios;9036;Tres Cantos;4.37;
2010;Municipios;1551;Valdaracete;11.22;
2010;Municipios;1564;Valdeavero;9.40;
2010;Municipios;1570;Valdelaguna;10.94;
2010;Municipios;1586;Valdemanco;6.41;
2010;Municipios;1599;Valdemaqueda;12.73;
2010;Municipios;1603;Valdemorillo;6.67;
2010;Municipios;1610;Valdemoro;8.99;
2010;Municipios;1625;Valdeolmos-Alalpardo;5.29;
2010;Municipios;1631;Valdepiélagos;7.95;
2010;Municipios;1646;Valdetorres de Jarama;9.77;
2010;Municipios;1659;Valdilecha;10.04;
2010;Municipios;1662;Valverde de Alcalá;7.80;
2010;Municipios;1678;Velilla de San Antonio;8.00;
2010;Municipios;1684;Vellón (El);9.64;
2010;Municipios;1697;Venturada;4.25;
2010;Municipios;1718;Villa del Prado;8.28;
2010;Municipios;1701;Villaconejos;9.74;
2010;Municipios;1723;Villalbilla;7.35;
2010;Municipios;1739;Villamanrique de Tajo;10.44;
2010;Municipios;1744;Villamanta;7.94;
2010;Municipios;1757;Villamantilla;5.67;
2010;Municipios;1760;Villanueva de la Cañada;5.00;
2010;Municipios;1782;Villanueva de Perales;6.99;
2010;Municipios;1776;Villanueva del Pardillo;6.21;
2010;Municipios;1795;Villar del Olmo;8.00;
2010;Municipios;1809;Villarejo de Salvanés;10.91;
2010;Municipios;1816;Villaviciosa de Odón;5.04;
2010;Municipios;1821;Villavieja del Lozoya;5.51;
2010;Municipios;1837;Zarzalejo;9.40;
2010;Zonas Estadísticas;03;Este Metropolitano;8.70;
2010;Zonas Estadísticas;01;Municipio de Madrid;6.76;
2010;Zonas Estadísticas;07;Nordeste Comunidad;8.34;
2010;Zonas Estadísticas;02;Norte Metropolitano;6.47;
2010;Zonas Estadísticas;05;Oeste Metropolitano;5.25;
2010;Zonas Estadísticas;11;Sierra Central;6.36;
2010;Zonas Estadísticas;06;Sierra Norte;7.66;
2010;Zonas Estadísticas;10;Sierra Sur;10.33;
2010;Zonas Estadísticas;08;Sudeste Comunidad;9.72;
2010;Zonas Estadísticas;09;Sudoeste Comunidad;7.75;
2010;Zonas Estadísticas;04;Sur Metropolitano;9.35;
2011;Comunidad de Madrid;;Comunidad de Madrid;7.43;
2011;Municipios;0014;Acebeda (La);6.45;
2011;Municipios;0029;Ajalvir;6.18;
2011;Municipios;0035;Alameda del Valle;6.91;
2011;Municipios;0040;Álamo (El);9.12;
2011;Municipios;0053;Alcalá de Henares;9.30;
2011;Municipios;0066;Alcobendas;6.46;
2011;Municipios;0072;Alcorcón;7.98;
2011;Municipios;0088;Aldea del Fresno;11.66;
2011;Municipios;0091;Algete;6.28;
2011;Municipios;0105;Alpedrete;5.86;
2011;Municipios;0112;Ambite;10.66;
2011;Municipios;0127;Anchuelo;9.07;
2011;Municipios;0133;Aranjuez;8.93;
2011;Municipios;0148;Arganda del Rey;9.82;
2011;Municipios;0151;Arroyomolinos;6.07;
2011;Municipios;0164;Atazar (El);2.94;
2011;Municipios;0170;Batres;7.44;
2011;Municipios;0186;Becerril de la Sierra;8.22;
2011;Municipios;0199;Belmonte de Tajo;10.93;
2011;Municipios;0210;Berrueco (El);8.62;
2011;Municipios;0203;Berzosa del Lozoya;6.41;
2011;Municipios;0225;Boadilla del Monte;3.91;
2011;Municipios;0231;Boalo (El);6.37;
2011;Municipios;0246;Braojos;7.66;
2011;Municipios;0259;Brea de Tajo;7.75;
2011;Municipios;0262;Brunete;6.63;
2011;Municipios;0278;Buitrago del Lozoya;8.28;
2011;Municipios;0284;Bustarviejo;8.65;
2011;Municipios;0297;Cabanillas de la Sierra;7.33;
2011;Municipios;0301;Cabrera (La);10.19;
2011;Municipios;0318;Cadalso de los Vidrios;13.97;
2011;Municipios;0323;Camarma de Esteruelas;9.40;
2011;Municipios;0339;Campo Real;10.11;
2011;Municipios;0344;Canencia;6.99;
2011;Municipios;0357;Carabaña;9.92;
2011;Municipios;0360;Casarrubuelos;10.64;
2011;Municipios;0376;Cenicientos;11.40;
2011;Municipios;0382;Cercedilla;6.79;
2011;Municipios;0395;Cervera de Buitrago;5.88;
2011;Municipios;0513;Chapinería;10.73;
2011;Municipios;0528;Chinchón;9.39;
2011;Municipios;0409;Ciempozuelos;9.14;
2011;Municipios;0416;Cobeña;4.89;
2011;Municipios;0468;Collado Mediano;7.14;
2011;Municipios;0474;Collado Villalba;8.52;
2011;Municipios;0437;Colmenar de Oreja;10.80;
2011;Municipios;0421;Colmenar del Arroyo;8.43;
2011;Municipios;0455;Colmenar Viejo;7.36;
2011;Municipios;0442;Colmenarejo;6.65;
2011;Municipios;0480;Corpa;10.09;
2011;Municipios;0493;Coslada;7.94;
2011;Municipios;0506;Cubas de la Sagra;7.27;
2011;Municipios;0534;Daganzo de Arriba;6.25;
2011;Municipios;0549;Escorial (El);6.12;
2011;Municipios;0552;Estremera;7.32;
2011;Municipios;0565;Fresnedillas de la Oliva;10.12;
2011;Municipios;0571;Fresno de Torote;7.79;
2011;Municipios;0587;Fuenlabrada;10.16;
2011;Municipios;0590;Fuente el Saz de Jarama;8.04;
2011;Municipios;0604;Fuentidueña de Tajo;13.57;
2011;Municipios;0611;Galapagar;7.50;
2011;Municipios;0626;Garganta de los Montes;10.26;
2011;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;7.65;
2011;Municipios;0647;Gascones;7.65;
2011;Municipios;0650;Getafe;8.31;
2011;Municipios;0663;Griñón;6.08;
2011;Municipios;0679;Guadalix de la Sierra;8.11;
2011;Municipios;0685;Guadarrama;6.61;
2011;Municipios;0698;Hiruela (La);1.82;
2011;Municipios;0702;Horcajo de la Sierra-Aoslos;3.98;
2011;Municipios;0719;Horcajuelo de la Sierra;3.92;
2011;Municipios;0724;Hoyo de Manzanares;5.44;
2011;Municipios;0730;Humanes de Madrid;11.10;
2011;Municipios;0745;Leganés;8.95;
2011;Municipios;0758;Loeches;8.80;
2011;Municipios;0761;Lozoya;5.56;
2011;Municipios;9015;Lozoyuela-Navas-Sieteiglesias;7.52;
2011;Municipios;0783;Madarcos;3.57;
2011;Municipios;0796;Madrid;6.76;
2011;Municipios;0800;Majadahonda;4.73;
2011;Municipios;0822;Manzanares el Real;7.95;
2011;Municipios;0838;Meco;10.09;
2011;Municipios;0843;Mejorada del Campo;9.75;
2011;Municipios;0856;Miraflores de la Sierra;8.62;
2011;Municipios;0869;Molar (El);8.17;
2011;Municipios;0875;Molinos (Los);5.96;
2011;Municipios;0881;Montejo de la Sierra;3.92;
2011;Municipios;0894;Moraleja de Enmedio;8.68;
2011;Municipios;0908;Moralzarzal;6.71;
2011;Municipios;0915;Morata de Tajuña;10.44;
2011;Municipios;0920;Móstoles;9.39;
2011;Municipios;0936;Navacerrada;5.54;
2011;Municipios;0941;Navalafuente;10.20;
2011;Municipios;0954;Navalagamella;9.97;
2011;Municipios;0967;Navalcarnero;9.32;
2011;Municipios;0973;Navarredonda y San Mamés;5.48;
2011;Municipios;0992;Navas del Rey;10.92;
2011;Municipios;1006;Nuevo Baztán;8.59;
2011;Municipios;1013;Olmeda de las Fuentes;6.72;
2011;Municipios;1028;Orusco de Tajuña;10.49;
2011;Municipios;1049;Paracuellos de Jarama;4.96;
2011;Municipios;1065;Parla;11.67;
2011;Municipios;1071;Patones;4.66;
2011;Municipios;1087;Pedrezuela;7.79;
2011;Municipios;1090;Pelayos de la Presa;12.82;
2011;Municipios;1104;Perales de Tajuña;10.24;
2011;Municipios;1111;Pezuela de las Torres;10.45;
2011;Municipios;1126;Pinilla del Valle;6.57;
2011;Municipios;1132;Pinto;8.84;
2011;Municipios;1147;Piñuécar-Gandullas;6.36;
2011;Municipios;1150;Pozuelo de Alarcón;3.97;
2011;Municipios;1163;Pozuelo del Rey;9.02;
2011;Municipios;1179;Prádena del Rincón;9.30;
2011;Municipios;1185;Puebla de la Sierra;5.88;
2011;Municipios;9020;Puentes Viejas;6.20;
2011;Municipios;1198;Quijorna;6.58;
2011;Municipios;1202;Rascafría;5.79;
2011;Municipios;1219;Redueña;5.32;
2011;Municipios;1224;Ribatejada;8.40;
2011;Municipios;1230;Rivas-Vaciamadrid;6.39;
2011;Municipios;1245;Robledillo de la Jara;3.88;
2011;Municipios;1258;Robledo de Chavela;6.94;
2011;Municipios;1261;Robregordo;6.06;
2011;Municipios;1277;Rozas de Madrid (Las);4.54;
2011;Municipios;1283;Rozas de Puerto Real;9.87;
2011;Municipios;1296;San Agustín del Guadalix;6.24;
2011;Municipios;1300;San Fernando de Henares;8.21;
2011;Municipios;1317;San Lorenzo de El Escorial;5.80;
2011;Municipios;1322;San Martín de la Vega;10.47;
2011;Municipios;1338;San Martín de Valdeiglesias;11.04;
2011;Municipios;1343;San Sebastián de los Reyes;6.98;
2011;Municipios;1356;Santa María de la Alameda;7.90;
2011;Municipios;1369;Santorcaz;11.37;
2011;Municipios;1375;Santos de la Humosa (Los);9.06;
2011;Municipios;1381;Serna del Monte (La);6.86;
2011;Municipios;1408;Serranillos del Valle;6.60;
2011;Municipios;1415;Sevilla la Nueva;7.36;
2011;Municipios;1436;Somosierra;5.05;
2011;Municipios;1441;Soto del Real;5.19;
2011;Municipios;1454;Talamanca de Jarama;9.55;
2011;Municipios;1467;Tielmes;10.06;
2011;Municipios;1473;Titulcia;10.90;
2011;Municipios;1489;Torrejón de Ardoz;9.92;
2011;Municipios;1492;Torrejón de la Calzada;8.10;
2011;Municipios;1505;Torrejón de Velasco;7.62;
2011;Municipios;1512;Torrelaguna;8.50;
2011;Municipios;1527;Torrelodones;3.63;
2011;Municipios;1533;Torremocha de Jarama;7.08;
2011;Municipios;1548;Torres de la Alameda;10.20;
2011;Municipios;9036;Tres Cantos;4.51;
2011;Municipios;1551;Valdaracete;11.19;
2011;Municipios;1564;Valdeavero;9.49;
2011;Municipios;1570;Valdelaguna;8.99;
2011;Municipios;1586;Valdemanco;6.69;
2011;Municipios;1599;Valdemaqueda;13.70;
2011;Municipios;1603;Valdemorillo;6.65;
2011;Municipios;1610;Valdemoro;9.01;
2011;Municipios;1625;Valdeolmos-Alalpardo;4.94;
2011;Municipios;1631;Valdepiélagos;5.73;
2011;Municipios;1646;Valdetorres de Jarama;9.78;
2011;Municipios;1659;Valdilecha;11.17;
2011;Municipios;1662;Valverde de Alcalá;9.15;
2011;Municipios;1678;Velilla de San Antonio;7.77;
2011;Municipios;1684;Vellón (El);8.98;
2011;Municipios;1697;Venturada;4.46;
2011;Municipios;1718;Villa del Prado;9.00;
2011;Municipios;1701;Villaconejos;10.54;
2011;Municipios;1723;Villalbilla;7.27;
2011;Municipios;1739;Villamanrique de Tajo;9.48;
2011;Municipios;1744;Villamanta;8.20;
2011;Municipios;1757;Villamantilla;6.52;
2011;Municipios;1760;Villanueva de la Cañada;5.07;
2011;Municipios;1782;Villanueva de Perales;6.90;
2011;Municipios;1776;Villanueva del Pardillo;5.75;
2011;Municipios;1795;Villar del Olmo;8.32;
2011;Municipios;1809;Villarejo de Salvanés;10.41;
2011;Municipios;1816;Villaviciosa de Odón;4.69;
2011;Municipios;1821;Villavieja del Lozoya;4.51;
2011;Municipios;1837;Zarzalejo;9.98;
2011;Zonas Estadísticas;03;Este Metropolitano;8.71;
2011;Zonas Estadísticas;01;Municipio de Madrid;6.76;
2011;Zonas Estadísticas;07;Nordeste Comunidad;8.40;
2011;Zonas Estadísticas;02;Norte Metropolitano;6.41;
2011;Zonas Estadísticas;05;Oeste Metropolitano;5.18;
2011;Zonas Estadísticas;11;Sierra Central;6.44;
2011;Zonas Estadísticas;06;Sierra Norte;7.69;
2011;Zonas Estadísticas;10;Sierra Sur;10.60;
2011;Zonas Estadísticas;08;Sudeste Comunidad;9.69;
2011;Zonas Estadísticas;09;Sudoeste Comunidad;7.92;
2011;Zonas Estadísticas;04;Sur Metropolitano;9.31;
2012;Comunidad de Madrid;;Comunidad de Madrid;8.17;
2012;Municipios;0014;Acebeda (La);9.23;
2012;Municipios;0029;Ajalvir;7.49;
2012;Municipios;0035;Alameda del Valle;7.41;
2012;Municipios;0040;Álamo (El);10.50;
2012;Municipios;0053;Alcalá de Henares;10.04;
2012;Municipios;0066;Alcobendas;7.08;
2012;Municipios;0072;Alcorcón;8.80;
2012;Municipios;0088;Aldea del Fresno;13.44;
2012;Municipios;0091;Algete;7.24;
2012;Municipios;0105;Alpedrete;6.98;
2012;Municipios;0112;Ambite;10.66;
2012;Municipios;0127;Anchuelo;10.77;
2012;Municipios;0133;Aranjuez;9.66;
2012;Municipios;0148;Arganda del Rey;11.11;
2012;Municipios;0151;Arroyomolinos;6.92;
2012;Municipios;0164;Atazar (El);11.76;
2012;Municipios;0170;Batres;8.89;
2012;Municipios;0186;Becerril de la Sierra;9.65;
2012;Municipios;0199;Belmonte de Tajo;10.25;
2012;Municipios;0210;Berrueco (El);8.91;
2012;Municipios;0203;Berzosa del Lozoya;6.17;
2012;Municipios;0225;Boadilla del Monte;4.19;
2012;Municipios;0231;Boalo (El);7.45;
2012;Municipios;0246;Braojos;8.33;
2012;Municipios;0259;Brea de Tajo;11.54;
2012;Municipios;0262;Brunete;7.45;
2012;Municipios;0278;Buitrago del Lozoya;8.12;
2012;Municipios;0284;Bustarviejo;9.58;
2012;Municipios;0297;Cabanillas de la Sierra;7.06;
2012;Municipios;0301;Cabrera (La);10.68;
2012;Municipios;0318;Cadalso de los Vidrios;16.51;
2012;Municipios;0323;Camarma de Esteruelas;10.03;
2012;Municipios;0339;Campo Real;11.24;
2012;Municipios;0344;Canencia;8.68;
2012;Municipios;0357;Carabaña;11.84;
2012;Municipios;0360;Casarrubuelos;11.10;
2012;Municipios;0376;Cenicientos;11.94;
2012;Municipios;0382;Cercedilla;7.80;
2012;Municipios;0395;Cervera de Buitrago;8.74;
2012;Municipios;0513;Chapinería;11.10;
2012;Municipios;0528;Chinchón;10.92;
2012;Municipios;0409;Ciempozuelos;10.33;
2012;Municipios;0416;Cobeña;5.97;
2012;Municipios;0468;Collado Mediano;9.12;
2012;Municipios;0474;Collado Villalba;9.69;
2012;Municipios;0437;Colmenar de Oreja;12.03;
2012;Municipios;0421;Colmenar del Arroyo;10.29;
2012;Municipios;0455;Colmenar Viejo;8.19;
2012;Municipios;0442;Colmenarejo;7.08;
2012;Municipios;0480;Corpa;14.46;
2012;Municipios;0493;Coslada;8.21;
2012;Municipios;0506;Cubas de la Sagra;8.14;
2012;Municipios;0534;Daganzo de Arriba;7.03;
2012;Municipios;0549;Escorial (El);7.10;
2012;Municipios;0552;Estremera;7.27;
2012;Municipios;0565;Fresnedillas de la Oliva;12.63;
2012;Municipios;0571;Fresno de Torote;9.48;
2012;Municipios;0587;Fuenlabrada;10.96;
2012;Municipios;0590;Fuente el Saz de Jarama;9.45;
2012;Municipios;0604;Fuentidueña de Tajo;15.21;
2012;Municipios;0611;Galapagar;8.22;
2012;Municipios;0626;Garganta de los Montes;10.35;
2012;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;9.21;
2012;Municipios;0647;Gascones;9.24;
2012;Municipios;0650;Getafe;8.97;
2012;Municipios;0663;Griñón;7.18;
2012;Municipios;0679;Guadalix de la Sierra;8.95;
