Año;Tipo territorio;Código territorio;Territorio;Rama de actividad;Valor;Estado dato
2023;Municipios;1202;Rascafría;Total;670;
2023;Municipios;1219;Redueña;Total;112;
2023;Municipios;1224;Ribatejada;Total;282;
2023;Municipios;1230;Rivas-Vaciamadrid;Total;41087;
2023;Municipios;1245;Robledillo de la Jara;Total;31;
2023;Municipios;1258;Robledo de Chavela;Total;1503;
2023;Municipios;1261;Robregordo;Total;16;
2023;Municipios;1277;Rozas de Madrid (Las);Total;42167;
2023;Municipios;1283;Rozas de Puerto Real;Total;137;
2023;Municipios;1296;San Agustín del Guadalix;Total;5831;
2023;Municipios;1300;San Fernando de Henares;Total;19488;
2023;Municipios;1317;San Lorenzo de El Escorial;Total;7612;
2023;Municipios;1322;San Martín de la Vega;Total;8157;
2023;Municipios;1338;San Martín de Valdeiglesias;Total;2977;
2023;Municipios;1343;San Sebastián de los Reyes;Total;42395;
2023;Municipios;1356;Santa María de la Alameda;Total;486;
2023;Municipios;1369;Santorcaz;Total;304;
2023;Municipios;1375;Santos de la Humosa (Los);Total;875;
2023;Municipios;1381;Serna del Monte (La);Total;37;
2023;Municipios;1408;Serranillos del Valle;Total;1790;
2023;Municipios;1415;Sevilla la Nueva;Total;4013;
2023;Municipios;9999;Sin municipio asignado;Total;553965;
2023;Municipios;1436;Somosierra;Total;31;
2023;Municipios;1441;Soto del Real;Total;3749;
2023;Municipios;1454;Talamanca de Jarama;Total;1584;
2023;Municipios;1467;Tielmes;Total;1035;
2023;Municipios;1473;Titulcia;Total;539;
2023;Municipios;1489;Torrejón de Ardoz;Total;60141;
2023;Municipios;1492;Torrejón de la Calzada;Total;3675;
2023;Municipios;1505;Torrejón de Velasco;Total;1856;
2023;Municipios;1512;Torrelaguna;Total;1974;
2023;Municipios;1527;Torrelodones;Total;10038;
2023;Municipios;1533;Torremocha de Jarama;Total;300;
2023;Municipios;1548;Torres de la Alameda;Total;3245;
2023;Municipios;9036;Tres Cantos;Total;21444;
2023;Municipios;1551;Valdaracete;Total;234;
2023;Municipios;1564;Valdeavero;Total;567;
2023;Municipios;1570;Valdelaguna;Total;240;
2023;Municipios;1586;Valdemanco;Total;332;
2023;Municipios;1599;Valdemaqueda;Total;276;
2023;Municipios;1603;Valdemorillo;Total;5595;
2023;Municipios;1610;Valdemoro;Total;31578;
2023;Municipios;1625;Valdeolmos-Alalpardo;Total;1717;
2023;Municipios;1631;Valdepiélagos;Total;256;
2023;Municipios;1646;Valdetorres de Jarama;Total;1864;
2023;Municipios;1659;Valdilecha;Total;1205;
2023;Municipios;1662;Valverde de Alcalá;Total;176;
2023;Municipios;1678;Velilla de San Antonio;Total;5872;
2023;Municipios;1684;Vellón (El);Total;725;
2023;Municipios;1697;Venturada;Total;854;
2023;Municipios;1718;Villa del Prado;Total;2725;
2023;Municipios;1701;Villaconejos;Total;1334;
2023;Municipios;1723;Villalbilla;Total;6176;
2023;Municipios;1739;Villamanrique de Tajo;Total;243;
2023;Municipios;1744;Villamanta;Total;990;
2023;Municipios;1757;Villamantilla;Total;578;
2023;Municipios;1760;Villanueva de la Cañada;Total;9258;
2023;Municipios;1782;Villanueva de Perales;Total;664;
2023;Municipios;1776;Villanueva del Pardillo;Total;7883;
2023;Municipios;1795;Villar del Olmo;Total;1106;
2023;Municipios;1809;Villarejo de Salvanés;Total;2994;
2023;Municipios;1816;Villaviciosa de Odón;Total;11693;
2023;Municipios;1821;Villavieja del Lozoya;Total;100;
2023;Municipios;1837;Zarzalejo;Total;608;
2023;Zonas Estadísticas;03;Este Metropolitano;Total;295738;
2023;Zonas Estadísticas;01;Municipio de Madrid;Total;1494001;
2023;Zonas Estadísticas;07;Nordeste Comunidad;Total;26988;
2023;Zonas Estadísticas;02;Norte Metropolitano;Total;161578;
2023;Zonas Estadísticas;05;Oeste Metropolitano;Total;221664;
2023;Zonas Estadísticas;11;Sierra Central;Total;75106;
2023;Zonas Estadísticas;06;Sierra Norte;Total;16744;
2023;Zonas Estadísticas;10;Sierra Sur;Total;12737;
2023;Zonas Estadísticas;99;Sin Zona asignada;Total;553965;
2023;Zonas Estadísticas;08;Sudeste Comunidad;Total;43483;
2023;Zonas Estadísticas;09;Sudoeste Comunidad;Total;58813;
2023;Zonas Estadísticas;04;Sur Metropolitano;Total;576837;
2024;Comunidad de Madrid;;Comunidad de Madrid;Total;3672882;
2024;Municipios;0014;Acebeda (La);Total;30;
2024;Municipios;0029;Ajalvir;Total;2064;
2024;Municipios;0035;Alameda del Valle;Total;87;
2024;Municipios;0040;Álamo (El);Total;3671;
2024;Municipios;0053;Alcalá de Henares;Total;84527;
2024;Municipios;0066;Alcobendas;Total;57192;
2024;Municipios;0072;Alcorcón;Total;77896;
2024;Municipios;0088;Aldea del Fresno;Total;1014;
2024;Municipios;0091;Algete;Total;9764;
2024;Municipios;0105;Alpedrete;Total;6502;
2024;Municipios;0112;Ambite;Total;235;
2024;Municipios;0127;Anchuelo;Total;504;
2024;Municipios;0133;Aranjuez;Total;22225;
2024;Municipios;0148;Arganda del Rey;Total;25881;
2024;Municipios;0151;Arroyomolinos;Total;13930;
2024;Municipios;0164;Atazar (El);Total;41;
2024;Municipios;0170;Batres;Total;657;
2024;Municipios;0186;Becerril de la Sierra;Total;2545;
2024;Municipios;0199;Belmonte de Tajo;Total;682;
2024;Municipios;0210;Berrueco (El);Total;250;
2024;Municipios;0203;Berzosa del Lozoya;Total;59;
2024;Municipios;0225;Boadilla del Monte;Total;25991;
2024;Municipios;0231;Boalo (El);Total;3363;
2024;Municipios;0246;Braojos;Total;101;
2024;Municipios;0259;Brea de Tajo;Total;180;
2024;Municipios;0262;Brunete;Total;4821;
2024;Municipios;0278;Buitrago del Lozoya;Total;843;
2024;Municipios;0284;Bustarviejo;Total;1045;
2024;Municipios;0297;Cabanillas de la Sierra;Total;359;
2024;Municipios;0301;Cabrera (La);Total;1170;
2024;Municipios;0318;Cadalso de los Vidrios;Total;1035;
2024;Municipios;0323;Camarma de Esteruelas;Total;3070;
2024;Municipios;0339;Campo Real;Total;2776;
2024;Municipios;0344;Canencia;Total;144;
2024;Municipios;0357;Carabaña;Total;859;
2024;Municipios;0360;Casarrubuelos;Total;1532;
2024;Municipios;0376;Cenicientos;Total;627;
2024;Municipios;0382;Cercedilla;Total;3161;
2024;Municipios;0395;Cervera de Buitrago;Total;35;
2024;Municipios;0513;Chapinería;Total;876;
2024;Municipios;0528;Chinchón;Total;2171;
2024;Municipios;0409;Ciempozuelos;Total;10158;
2024;Municipios;0416;Cobeña;Total;3214;
2024;Municipios;0468;Collado Mediano;Total;3083;
2024;Municipios;0474;Collado Villalba;Total;30482;
2024;Municipios;0437;Colmenar de Oreja;Total;3341;
2024;Municipios;0421;Colmenar del Arroyo;Total;615;
2024;Municipios;0455;Colmenar Viejo;Total;24699;
2024;Municipios;0442;Colmenarejo;Total;4118;
2024;Municipios;0480;Corpa;Total;277;
2024;Municipios;0493;Coslada;Total;39069;
2024;Municipios;0506;Cubas de la Sagra;Total;2613;
2024;Municipios;0534;Daganzo de Arriba;Total;4850;
2024;Municipios;0549;Escorial (El);Total;6916;
2024;Municipios;0552;Estremera;Total;489;
2024;Municipios;0565;Fresnedillas de la Oliva;Total;647;
2024;Municipios;0571;Fresno de Torote;Total;859;
2024;Municipios;0587;Fuenlabrada;Total;90925;
2024;Municipios;0590;Fuente el Saz de Jarama;Total;3109;
2024;Municipios;0604;Fuentidueña de Tajo;Total;702;
2024;Municipios;0611;Galapagar;Total;16464;
2024;Municipios;0626;Garganta de los Montes;Total;147;
2024;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;Total;107;
2024;Municipios;0647;Gascones;Total;108;
2024;Municipios;0650;Getafe;Total;83682;
2024;Municipios;0663;Griñón;Total;4394;
2024;Municipios;0679;Guadalix de la Sierra;Total;2757;
2024;Municipios;0685;Guadarrama;Total;7055;
2024;Municipios;0698;Hiruela (La);Total;6;
2024;Municipios;0702;Horcajo de la Sierra-Aoslos;Total;60;
2024;Municipios;0719;Horcajuelo de la Sierra;Total;41;
2024;Municipios;0724;Hoyo de Manzanares;Total;3576;
2024;Municipios;0730;Humanes de Madrid;Total;8794;
2024;Municipios;0745;Leganés;Total;84103;
2024;Municipios;0758;Loeches;Total;4001;
2024;Municipios;0761;Lozoya;Total;197;
2024;Municipios;9015;Lozoyuela-Navas-Sieteiglesias;Total;459;
2024;Municipios;0783;Madarcos;Total;31;
2024;Municipios;0796;Madrid;Total;1544690;
2024;Municipios;0800;Majadahonda;Total;32626;
2024;Municipios;0822;Manzanares el Real;Total;3739;
2024;Municipios;0838;Meco;Total;6003;
2024;Municipios;0843;Mejorada del Campo;Total;10887;
2024;Municipios;0856;Miraflores de la Sierra;Total;2755;
2024;Municipios;0869;Molar (El);Total;3909;
2024;Municipios;0875;Molinos (Los);Total;1929;
2024;Municipios;0881;Montejo de la Sierra;Total;101;
2024;Municipios;0894;Moraleja de Enmedio;Total;2418;
2024;Municipios;0908;Moralzarzal;Total;5672;
2024;Municipios;0915;Morata de Tajuña;Total;3289;
2024;Municipios;0920;Móstoles;Total;92918;
2024;Municipios;0936;Navacerrada;Total;1238;
2024;Municipios;0941;Navalafuente;Total;634;
2024;Municipios;0954;Navalagamella;Total;1099;
2024;Municipios;0967;Navalcarnero;Total;12603;
2024;Municipios;0973;Navarredonda y San Mamés;Total;45;
2024;Municipios;0992;Navas del Rey;Total;1070;
2024;Municipios;1006;Nuevo Baztán;Total;2561;
2024;Municipios;1013;Olmeda de las Fuentes;Total;146;
2024;Municipios;1028;Orusco de Tajuña;Total;484;
2024;Municipios;1049;Paracuellos de Jarama;Total;10941;
2024;Municipios;1065;Parla;Total;55880;
2024;Municipios;1071;Patones;Total;163;
2024;Municipios;1087;Pedrezuela;Total;2480;
2024;Municipios;1090;Pelayos de la Presa;Total;975;
2024;Municipios;1104;Perales de Tajuña;Total;1165;
2024;Municipios;1111;Pezuela de las Torres;Total;289;
2024;Municipios;1126;Pinilla del Valle;Total;57;
2024;Municipios;1132;Pinto;Total;23259;
2024;Municipios;1147;Piñuécar-Gandullas;Total;74;
2024;Municipios;1150;Pozuelo de Alarcón;Total;39177;
2024;Municipios;1163;Pozuelo del Rey;Total;486;
2024;Municipios;1179;Prádena del Rincón;Total;55;
2024;Municipios;1185;Puebla de la Sierra;Total;15;
2024;Municipios;9020;Puentes Viejas;Total;248;
2024;Municipios;1198;Quijorna;Total;1606;
2024;Municipios;1202;Rascafría;Total;659;
2024;Municipios;1219;Redueña;Total;126;
2024;Municipios;1224;Ribatejada;Total;289;
2024;Municipios;1230;Rivas-Vaciamadrid;Total;42854;
2024;Municipios;1245;Robledillo de la Jara;Total;32;
2024;Municipios;1258;Robledo de Chavela;Total;1534;
2024;Municipios;1261;Robregordo;Total;20;
2024;Municipios;1277;Rozas de Madrid (Las);Total;43563;
2024;Municipios;1283;Rozas de Puerto Real;Total;129;
2024;Municipios;1296;San Agustín del Guadalix;Total;6111;
2024;Municipios;1300;San Fernando de Henares;Total;19707;
2024;Municipios;1317;San Lorenzo de El Escorial;Total;7667;
2024;Municipios;1322;San Martín de la Vega;Total;8435;
2024;Municipios;1338;San Martín de Valdeiglesias;Total;3108;
2024;Municipios;1343;San Sebastián de los Reyes;Total;43459;
2024;Municipios;1356;Santa María de la Alameda;Total;484;
2024;Municipios;1369;Santorcaz;Total;314;
2024;Municipios;1375;Santos de la Humosa (Los);Total;932;
2024;Municipios;1381;Serna del Monte (La);Total;41;
2024;Municipios;1408;Serranillos del Valle;Total;1877;
2024;Municipios;1415;Sevilla la Nueva;Total;4145;
2024;Municipios;9999;Sin municipio asignado;Total;593923;
2024;Municipios;1436;Somosierra;Total;34;
2024;Municipios;1441;Soto del Real;Total;3834;
2024;Municipios;1454;Talamanca de Jarama;Total;1620;
2024;Municipios;1467;Tielmes;Total;1116;
2024;Municipios;1473;Titulcia;Total;564;
2024;Municipios;1489;Torrejón de Ardoz;Total;62185;
2024;Municipios;1492;Torrejón de la Calzada;Total;3883;
2024;Municipios;1505;Torrejón de Velasco;Total;1926;
2024;Municipios;1512;Torrelaguna;Total;2004;
2024;Municipios;1527;Torrelodones;Total;10509;
2024;Municipios;1533;Torremocha de Jarama;Total;318;
2024;Municipios;1548;Torres de la Alameda;Total;3367;
2024;Municipios;9036;Tres Cantos;Total;22251;
2024;Municipios;1551;Valdaracete;Total;250;
2024;Municipios;1564;Valdeavero;Total;595;
2024;Municipios;1570;Valdelaguna;Total;249;
2024;Municipios;1586;Valdemanco;Total;356;
2024;Municipios;1599;Valdemaqueda;Total;286;
2024;Municipios;1603;Valdemorillo;Total;5795;
2024;Municipios;1610;Valdemoro;Total;33222;
2024;Municipios;1625;Valdeolmos-Alalpardo;Total;1783;
2024;Municipios;1631;Valdepiélagos;Total;265;
2024;Municipios;1646;Valdetorres de Jarama;Total;1923;
2024;Municipios;1659;Valdilecha;Total;1250;
2024;Municipios;1662;Valverde de Alcalá;Total;179;
2024;Municipios;1678;Velilla de San Antonio;Total;6097;
2024;Municipios;1684;Vellón (El);Total;764;
2024;Municipios;1697;Venturada;Total;928;
2024;Municipios;1718;Villa del Prado;Total;2830;
2024;Municipios;1701;Villaconejos;Total;1387;
2024;Municipios;1723;Villalbilla;Total;6676;
2024;Municipios;1739;Villamanrique de Tajo;Total;253;
2024;Municipios;1744;Villamanta;Total;990;
2024;Municipios;1757;Villamantilla;Total;600;
2024;Municipios;1760;Villanueva de la Cañada;Total;9642;
2024;Municipios;1782;Villanueva de Perales;Total;691;
2024;Municipios;1776;Villanueva del Pardillo;Total;8260;
2024;Municipios;1795;Villar del Olmo;Total;1161;
2024;Municipios;1809;Villarejo de Salvanés;Total;3063;
2024;Municipios;1816;Villaviciosa de Odón;Total;11876;
2024;Municipios;1821;Villavieja del Lozoya;Total;110;
2024;Municipios;1837;Zarzalejo;Total;632;
2024;Zonas Estadísticas;03;Este Metropolitano;Total;304212;
2024;Zonas Estadísticas;01;Municipio de Madrid;Total;1544690;
2024;Zonas Estadísticas;07;Nordeste Comunidad;Total;28275;
2024;Zonas Estadísticas;02;Norte Metropolitano;Total;166690;
2024;Zonas Estadísticas;05;Oeste Metropolitano;Total;228727;
2024;Zonas Estadísticas;11;Sierra Central;Total;77632;
2024;Zonas Estadísticas;06;Sierra Norte;Total;17341;
2024;Zonas Estadísticas;10;Sierra Sur;Total;13117;
2024;Zonas Estadísticas;99;Sin Zona asignada;Total;593923;
2024;Zonas Estadísticas;08;Sudeste Comunidad;Total;45398;
2024;Zonas Estadísticas;09;Sudoeste Comunidad;Total;61380;
2024;Zonas Estadísticas;04;Sur Metropolitano;Total;591497;
2025;Comunidad de Madrid;;Comunidad de Madrid;Total;3781862;
2025;Municipios;0014;Acebeda (La);Total;30;
2025;Municipios;0029;Ajalvir;Total;2168;
2025;Municipios;0035;Alameda del Valle;Total;89;
2025;Municipios;0040;Álamo (El);Total;3771;
2025;Municipios;0053;Alcalá de Henares;Total;86221;
2025;Municipios;0066;Alcobendas;Total;57899;
2025;Municipios;0072;Alcorcón;Total;79380;
2025;Municipios;0088;Aldea del Fresno;Total;1082;
2025;Municipios;0091;Algete;Total;9796;
2025;Municipios;0105;Alpedrete;Total;6762;
2025;Municipios;0112;Ambite;Total;239;
2025;Municipios;0127;Anchuelo;Total;516;
2025;Municipios;0133;Aranjuez;Total;22816;
2025;Municipios;0148;Arganda del Rey;Total;26642;
2025;Municipios;0151;Arroyomolinos;Total;14726;
2025;Municipios;0164;Atazar (El);Total;43;
2025;Municipios;0170;Batres;Total;665;
2025;Municipios;0186;Becerril de la Sierra;Total;2671;
2025;Municipios;0199;Belmonte de Tajo;Total;719;
2025;Municipios;0210;Berrueco (El);Total;238;
2025;Municipios;0203;Berzosa del Lozoya;Total;56;
2025;Municipios;0225;Boadilla del Monte;Total;26856;
2025;Municipios;0231;Boalo (El);Total;3508;
2025;Municipios;0246;Braojos;Total;103;
2025;Municipios;0259;Brea de Tajo;Total;190;
2025;Municipios;0262;Brunete;Total;5030;
2025;Municipios;0278;Buitrago del Lozoya;Total;883;
2025;Municipios;0284;Bustarviejo;Total;1077;
2025;Municipios;0297;Cabanillas de la Sierra;Total;368;
2025;Municipios;0301;Cabrera (La);Total;1172;
2025;Municipios;0318;Cadalso de los Vidrios;Total;1096;
2025;Municipios;0323;Camarma de Esteruelas;Total;3262;
2025;Municipios;0339;Campo Real;Total;2890;
2025;Municipios;0344;Canencia;Total;141;
2025;Municipios;0357;Carabaña;Total;875;
2025;Municipios;0360;Casarrubuelos;Total;1619;
2025;Municipios;0376;Cenicientos;Total;671;
2025;Municipios;0382;Cercedilla;Total;3197;
2025;Municipios;0395;Cervera de Buitrago;Total;36;
2025;Municipios;0513;Chapinería;Total;918;
2025;Municipios;0528;Chinchón;Total;2210;
2025;Municipios;0409;Ciempozuelos;Total;10342;
2025;Municipios;0416;Cobeña;Total;3312;
2025;Municipios;0468;Collado Mediano;Total;3180;
2025;Municipios;0474;Collado Villalba;Total;30980;
2025;Municipios;0437;Colmenar de Oreja;Total;3418;
2025;Municipios;0421;Colmenar del Arroyo;Total;669;
2025;Municipios;0455;Colmenar Viejo;Total;25390;
2025;Municipios;0442;Colmenarejo;Total;4229;
2025;Municipios;0480;Corpa;Total;298;
2025;Municipios;0493;Coslada;Total;39059;
2025;Municipios;0506;Cubas de la Sagra;Total;2695;
2025;Municipios;0534;Daganzo de Arriba;Total;4926;
2025;Municipios;0549;Escorial (El);Total;7088;
2025;Municipios;0552;Estremera;Total;490;
2025;Municipios;0565;Fresnedillas de la Oliva;Total;673;
2025;Municipios;0571;Fresno de Torote;Total;918;
2025;Municipios;0587;Fuenlabrada;Total;91484;
2025;Municipios;0590;Fuente el Saz de Jarama;Total;3180;
2025;Municipios;0604;Fuentidueña de Tajo;Total;725;
2025;Municipios;0611;Galapagar;Total;16864;
2025;Municipios;0626;Garganta de los Montes;Total;148;
2025;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;Total;117;
2025;Municipios;0647;Gascones;Total;105;
2025;Municipios;0650;Getafe;Total;85734;
2025;Municipios;0663;Griñón;Total;4524;
2025;Municipios;0679;Guadalix de la Sierra;Total;2866;
2025;Municipios;0685;Guadarrama;Total;7344;
2025;Municipios;0698;Hiruela (La);Total;9;
2025;Municipios;0702;Horcajo de la Sierra-Aoslos;Total;62;
2025;Municipios;0719;Horcajuelo de la Sierra;Total;51;
2025;Municipios;0724;Hoyo de Manzanares;Total;3709;
2025;Municipios;0730;Humanes de Madrid;Total;8972;
2025;Municipios;0745;Leganés;Total;85277;
2025;Municipios;0758;Loeches;Total;4128;
2025;Municipios;0761;Lozoya;Total;197;
2025;Municipios;9015;Lozoyuela-Navas-Sieteiglesias;Total;503;
2025;Municipios;0783;Madarcos;Total;30;
2025;Municipios;0796;Madrid;Total;1581565;
2025;Municipios;0800;Majadahonda;Total;33054;
2025;Municipios;0822;Manzanares el Real;Total;3805;
2025;Municipios;0838;Meco;Total;6224;
2025;Municipios;0843;Mejorada del Campo;Total;11132;
2025;Municipios;0856;Miraflores de la Sierra;Total;2879;
2025;Municipios;0869;Molar (El);Total;3994;
2025;Municipios;0875;Molinos (Los);Total;2006;
2025;Municipios;0881;Montejo de la Sierra;Total;113;
2025;Municipios;0894;Moraleja de Enmedio;Total;2484;
2025;Municipios;0908;Moralzarzal;Total;5821;
2025;Municipios;0915;Morata de Tajuña;Total;3353;
2025;Municipios;0920;Móstoles;Total;94134;
2025;Municipios;0936;Navacerrada;Total;1264;
2025;Municipios;0941;Navalafuente;Total;668;
2025;Municipios;0954;Navalagamella;Total;1126;
2025;Municipios;0967;Navalcarnero;Total;13054;
2025;Municipios;0973;Navarredonda y San Mamés;Total;37;
2025;Municipios;0992;Navas del Rey;Total;1122;
2025;Municipios;1006;Nuevo Baztán;Total;2591;
2025;Municipios;1013;Olmeda de las Fuentes;Total;149;
2025;Municipios;1028;Orusco de Tajuña;Total;524;
2025;Municipios;1049;Paracuellos de Jarama;Total;11394;
2025;Municipios;1065;Parla;Total;57321;
2025;Municipios;1071;Patones;Total;153;
2025;Municipios;1087;Pedrezuela;Total;2534;
2025;Municipios;1090;Pelayos de la Presa;Total;973;
2025;Municipios;1104;Perales de Tajuña;Total;1204;
2025;Municipios;1111;Pezuela de las Torres;Total;288;
2025;Municipios;1126;Pinilla del Valle;Total;62;
2025;Municipios;1132;Pinto;Total;23999;
2025;Municipios;1147;Piñuécar-Gandullas;Total;75;
2025;Municipios;1150;Pozuelo de Alarcón;Total;39903;
2025;Municipios;1163;Pozuelo del Rey;Total;490;
2025;Municipios;1179;Prádena del Rincón;Total;55;
2025;Municipios;1185;Puebla de la Sierra;Total;19;
2025;Municipios;9020;Puentes Viejas;Total;254;
2025;Municipios;1198;Quijorna;Total;1691;
2025;Municipios;1202;Rascafría;Total;671;
2025;Municipios;1219;Redueña;Total;128;
2025;Municipios;1224;Ribatejada;Total;292;
2025;Municipios;1230;Rivas-Vaciamadrid;Total;44231;
2025;Municipios;1245;Robledillo de la Jara;Total;38;
2025;Municipios;1258;Robledo de Chavela;Total;1626;
2025;Municipios;1261;Robregordo;Total;16;
2025;Municipios;1277;Rozas de Madrid (Las);Total;44351;
2025;Municipios;1283;Rozas de Puerto Real;Total;135;
2025;Municipios;1296;San Agustín del Guadalix;Total;6327;
2025;Municipios;1300;San Fernando de Henares;Total;19722;
2025;Municipios;1317;San Lorenzo de El Escorial;Total;7932;
2025;Municipios;1322;San Martín de la Vega;Total;8719;
2025;Municipios;1338;San Martín de Valdeiglesias;Total;3201;
