cod_municipio,municipio,latitud,longitud,altitud,poblacion,centros_salud_10mil,gym_total_reviews,gym_weighted_avg_rating,gym_rating_min,gym_rating_max,restaurant_total_reviews,restaurant_weighted_avg_rating,restaurant_rating_min,restaurant_rating_max,pharmacy_total_reviews,pharmacy_weighted_avg_rating,pharmacy_rating_min,pharmacy_rating_max,school_total_reviews,school_weighted_avg_rating,school_rating_min,school_rating_max,n_transport,transport_total_reviews,transport_weighted_avg_rating,transport_rating_min,transport_rating_max,distancia_capital,cultura,n_gym_10mil,n_restaurant_10mil,n_pharmacy_10mil,n_school_10mil,paro_total_10mil,afiliados_construcción_10mil,afiliados_agricultura_y_ganadería_10mil,afiliados_minería_industria_y_energía_10mil,afiliados_servicios_a_empresas_y_financieros_10mil,afiliados_servicios_de_distribución_y_hostelería_10mil,afiliados_otros_servicios_10mil,afiliados_total_10mil,alumnos_total_10mil
278,Buitrago del Lozoya,40.99368,-3.636723,977.8387,1970.0,5,0,4.429228629815559,4.429228629815559,4.429228629815559,15434,4.08755345341454,3.0,4.9,68,3.3529411764705883,2.6,5.0,46,5.0,5.0,5.0,34,122,4.492622950819673,2.0,5.0,76.377,5.0,5.0761421319796955,101.5228426395939,20.304568527918782,35.53299492385787,421.3197969543147,340.1015228426396,106.5989847715736,345.1776649746193,624.3654822335026,1319.7969543147208,1746.1928934010152,4482.233502538071,35157.36040609137
284,Bustarviejo,40.85811,-3.70969,1217.359,2833.0,0,187,4.475935828877005,4.3,5.0,13256,4.3673053711526855,4.1,4.9,150,4.127999999999999,3.6,4.4,452,4.9,4.9,4.9,22,19,4.042105263157895,1.0,5.0,64.721,1.0,17.649135192375574,70.5965407695023,21.17896223085069,42.35792446170138,515.3547476173667,264.7370278856336,49.417578538651604,321.21426050123546,833.039181080127,822.4496999647017,1510.7659724673492,3801.6237204376985,1715.4959406989055
297,Cabanillas de la Sierra,40.81968,-3.626066,921.8676,949.0,0,973,4.4622816032887975,3.9,5.0,16271,4.101155429905967,3.8,4.9,178,4.06123595505618,3.6,4.4,22,4.913636363636364,4.9,5.0,28,30,3.770000000000001,1.0,5.0,55.486,0.0,126.44889357218125,210.7481559536354,84.29926238145416,136.986301369863,305.58482613277135,284.51001053740777,42.14963119072708,273.972602739726,895.6796628029505,1085.3530031612224,1296.1011591148576,3877.7660695468912,4404.63645943098
301,Cabrera (La),40.86399,-3.615572,1040.395,2952.0,3,287,4.2717770034843205,4.0,5.0,17278,4.144762125245978,3.8,4.8,178,4.037640449438202,3.6,4.4,0,4.735690085449596,4.735690085449596,4.735690085449596,26,17,4.352941176470588,1.0,5.0,60.42,1.0,30.48780487804878,67.75067750677508,27.100271002710027,37.262872628726285,518.2926829268292,355.6910569105691,33.87533875338754,220.18970189701895,755.4200542005419,1283.8753387533875,1321.1382113821137,3970.189701897019,7987.804878048781
318,Cadalso de los Vidrios,40.30094,-4.443737,799.9886,3274.0,3,2,1.0,1.0,1.0,5393,4.207417022065641,3.9,5.0,16,2.975,2.0,3.3,0,4.735690085449596,4.735690085449596,4.735690085449596,22,6,4.183333333333334,3.0,5.0,89.965,4.0,3.0543677458766036,61.087354917532075,6.108735491753207,27.48930971288943,671.9609040928527,537.5687232742822,109.95723885155772,241.29505192425168,522.2968845448992,671.9609040928527,1264.508246792914,3347.5870494807573,2687.843616371411
323,Camarma de Esteruelas,40.54861,-3.377597,639.19,8107.0,0,6657,4.208998047168395,3.1,5.0,27626,3.909621371172084,3.5,4.6,1356,4.050811209439528,3.2,4.8,1595,4.837742946708464,3.7,5.0,27,659,3.474810318664644,2.2,5.0,37.479,1.0,24.67003823855927,24.67003823855927,24.67003823855927,24.67003823855927,551.3753546317997,293.5734550388553,6.167509559639817,577.2788947822869,843.715307758727,1383.9891451831752,918.9589243863328,4023.683236709017,4198.8405082027875
339,Campo Real,40.33815,-3.380982,765.6791,6766.0,1,3417,4.296429616622769,3.5,5.0,6933,4.237617193134285,3.4,4.6,767,4.42425032594524,1.0,5.0,154,4.123376623376624,3.2,5.0,26,166,3.5210843373493974,1.0,5.0,34.635,1.0,29.559562518474728,29.559562518474728,29.559562518474728,29.559562518474728,490.6887378066804,329.5891220809932,17.735737511084835,827.6677505172923,870.5291161690807,1383.3875258646171,842.4475317765297,4271.3567839195985,2456.39964528525
344,Canencia,40.90981,-3.737718,1142.31,468.0,0,0,4.429228629815559,4.429228629815559,4.429228629815559,10489,4.309676804271141,3.3,4.7,61,4.273770491803279,3.6,4.9,131,4.7,4.7,4.7,23,14,4.378571428571428,3.7,4.6,82.184,0.0,21.36752136752137,427.35042735042737,85.47008547008548,149.57264957264957,512.8205128205128,299.14529914529913,341.8803418803419,192.30769230769232,470.0854700854701,811.965811965812,897.4358974358975,3012.8205128205127,0.0
357,Carabaña,40.25669,-3.234641,612.9524,2375.0,0,0,4.429228629815559,4.429228629815559,4.429228629815559,7243,4.4059643794008,2.5,5.0,47,4.785106382978723,4.7,5.0,0,4.735690085449596,4.735690085449596,4.735690085449596,21,11,4.354545454545455,3.0,5.0,53.449,0.0,4.210526315789474,63.1578947368421,21.052631578947366,37.89473684210526,534.7368421052632,416.84210526315786,33.684210526315795,416.84210526315786,669.4736842105264,1052.6315789473683,1094.7368421052631,3684.210526315789,1734.7368421052631
360,Casarrubuelos,40.17114,-3.833068,624.7643,4225.0,0,1667,4.714937012597481,3.7,5.0,22152,4.2045232936078,2.8,4.8,1049,4.50838894184938,3.9,5.0,131,4.558778625954199,3.8,5.0,23,67,3.0865671641791046,1.0,4.2,33.936,0.0,47.337278106508876,47.337278106508876,47.337278106508876,47.337278106508876,478.1065088757396,355.0295857988166,11.834319526627219,442.603550295858,795.2662721893491,1216.5680473372781,1010.6508875739645,3831.952662721894,2016.5680473372781
376,Cenicientos,40.26463,-4.464909,778.7822,2141.0,0,2,1.0,1.0,1.0,4452,4.318553459119496,3.8,4.8,16,2.975,2.0,3.3,0,4.735690085449596,4.735690085449596,4.735690085449596,22,11,3.5454545454545454,2.8,5.0,95.124,1.0,4.670714619336758,93.41429238673517,9.341429238673516,37.365716954694065,784.6800560485755,382.99859878561415,144.79215319943953,154.13358243811302,434.37645959831855,873.4236338159739,1144.3250817375058,3134.0495095749648,2120.5044371788886
382,Cercedilla,40.74145,-4.054667,1191.372,7646.0,1,407,4.7842751842751845,4.3,5.0,24102,4.412455397892292,3.7,4.7,315,4.3330158730158725,3.7,5.0,51,4.884313725490196,4.5,5.0,24,283,4.058657243816255,2.3,5.0,57.007,0.0,22.23384776353649,26.15746795710175,15.694480774261052,26.15746795710175,472.14229662568664,357.0494376144389,39.23620193565263,155.63693434475542,902.4326445200105,1055.4538320690556,1671.4622024588018,4181.271252942715,3429.2440491760394
395,Cervera de Buitrago,40.92196,-3.53016,916.3304,161.0,0,0,4.429228629815559,4.429228629815559,4.429228629815559,13079,4.298302622524658,3.9,5.0,21,0.0,0.0,0.0,0,4.735690085449596,4.735690085449596,4.735690085449596,25,16,4.7,4.0,5.0,82.105,0.0,124.22360248447204,1242.2360248447205,124.22360248447204,62.11180124223602,745.3416149068323,372.67080745341616,62.11180124223602,186.33540372670808,248.44720496894408,496.89440993788816,869.5652173913044,2236.0248447204967,1366.4596273291927
513,Chapinería,40.37918,-4.20943,679.6159,2634.0,0,172,4.696511627906976,3.0,5.0,7182,4.364160401002507,3.8,5.0,81,4.090123456790123,3.5,4.6,1286,4.757931570762054,4.7,5.0,24,44,4.163636363636363,1.0,5.0,57.258,0.0,30.372057706909644,75.9301442672741,22.779043280182233,53.15110098709187,485.9529233105543,273.3485193621868,68.3371298405467,273.3485193621868,789.6735003796507,892.1791951404707,1188.3067577828397,3485.1936218678816,3842.06529992407
528,Chinchón,40.14019,-3.415684,777.1609,5820.0,0,80,4.441249999999999,3.7,5.0,23096,4.273956529269138,3.6,4.7,105,4.196190476190476,3.2,5.0,19,4.605263157894737,4.5,5.0,21,15,4.2733333333333325,3.5,5.0,45.592,3.0,17.18213058419244,34.36426116838488,12.027491408934708,24.054982817869416,608.2474226804123,276.63230240549825,202.7491408934708,422.680412371134,675.2577319587629,1290.3780068728524,929.553264604811,3797.250859106529,3862.5429553264607
409,Ciempozuelos,40.15934,-3.6184,580.2641,26046.0,0,2704,4.491383136094675,1.7,5.0,13263,4.033966674206439,3.5,4.6,979,3.9516853932584266,2.0,4.7,304,4.260526315789474,3.7,5.0,23,315,3.128571428571429,1.0,5.0,35.54,1.0,7.678722260615833,7.678722260615833,7.678722260615833,7.678722260615833,494.1257774706289,294.4789986946172,21.11648621669354,318.28303770252626,908.3928434308532,1283.8823619749674,1144.51355294479,3970.667280964448,4307.763188205483
416,Cobeña,40.56733,-3.504839,677.4468,7742.0,0,1368,4.650877192982456,3.3,5.0,21095,4.109789049537804,3.4,4.6,522,4.34272030651341,3.8,4.9,210,4.935714285714286,4.8,5.0,26,26,3.930769230769231,1.0,5.0,34.59,1.0,25.833118057349523,25.833118057349523,15.499870834409714,25.833118057349523,298.372513562387,244.122965641953,32.2913975716869,315.1640402996642,1335.5722035649703,1285.1976233531386,1065.6161198656678,4277.964350297081,4228.8814259881165
468,Collado Mediano,40.69389,-4.023123,1029.724,7564.0,0,2903,4.35418532552532,3.6,5.0,28403,4.476548251945216,3.8,4.9,1242,3.921980676328502,2.6,5.0,124,4.808870967741935,4.6,5.0,31,418,3.968181818181818,1.0,5.0,47.487,1.0,26.441036488630353,26.441036488630353,26.441036488630353,26.441036488630353,507.6679005817028,322.5806451612903,5.288207297726071,157.3241671073506,1303.5430988894764,1028.5563194077208,1386.832363828662,4204.124801692226,1430.4600740349022
437,Colmenar de Oreja,40.10758,-3.387693,756.9265,8982.0,1,80,4.441249999999999,3.7,5.0,24179,4.275123040655114,3.6,4.7,105,4.196190476190476,3.2,5.0,19,4.605263157894737,4.5,5.0,21,9,4.444444444444445,3.5,5.0,57.211,2.0,11.1333778668448,22.2667557336896,7.793364506791361,15.586729013582723,572.2556223558228,578.9356490759296,89.0670229347584,447.56179024716096,672.456023157426,1137.8312179915388,879.5368514807393,3805.388554887553,2099.7550656869294
421,Colmenar del Arroyo,40.41858,-4.198538,679.1825,2013.0,0,141,4.740425531914894,4.6,5.0,5763,4.430851986812424,3.8,5.0,58,4.205172413793103,3.5,4.6,1286,4.757931570762054,4.7,5.0,23,19,4.105263157894737,1.0,5.0,61.175,1.0,29.806259314456035,99.35419771485346,24.838549428713364,59.61251862891207,556.3835072031793,293.0948832588177,79.48335817188276,233.48236462990562,809.7367113760556,735.2210630899156,1172.3795330352707,3323.397913561848,1410.829607550919
442,Colmenarejo,40.56101,-4.016842,875.1868,9741.0,0,2375,4.559789473684211,3.2,5.0,11453,4.268348904217236,3.8,4.6,663,4.150377073906486,2.8,5.0,323,4.765634674922601,4.2,5.0,30,254,3.5956692913385826,1.0,5.0,37.111,0.0,20.53177291859152,20.53177291859152,20.53177291859152,20.53177291859152,452.72559285494305,303.8702391951545,13.34565239708449,177.59983574581665,1298.6346371009136,1112.8220921876605,1435.1709270095473,4341.443383636177,4492.3519145878245
480,Corpa,40.42489,-3.262723,819.1653,795.0,0,360,4.227222222222222,3.9,5.0,5717,4.252702466328494,3.2,5.0,88,4.54090909090909,3.5,5.0,26,4.6923076923076925,4.5,5.0,23,14,4.221428571428572,2.7,5.0,46.516,0.0,100.62893081761005,251.57232704402517,88.0503144654088,113.2075471698113,566.0377358490566,125.78616352201259,100.62893081761005,742.1383647798742,754.7169811320755,1018.867924528302,1006.2893081761007,3748.4276729559747,201.2578616352201
506,Cubas de la Sagra,40.1917,-3.837347,648.7275,6984.0,0,2766,4.108496023138105,2.0,5.0,20926,4.122942750645131,2.8,4.8,1130,4.509823008849557,4.1,5.0,130,4.54923076923077,3.8,5.0,20,3,3.0,2.5,4.0,36.177,1.0,28.636884306987398,28.636884306987398,28.636884306987398,28.636884306987398,372.2794959908362,370.84765177548684,5.72737686139748,425.2577319587629,887.7434135166094,1062.4284077892326,1106.815578465063,3858.8201603665525,4885.45246277205
534,Daganzo de Arriba,40.54481,-3.457924,665.5711,10673.0,0,924,4.827489177489178,3.0,5.0,16438,4.233179218883076,3.7,5.0,804,4.400995024875622,3.6,4.9,1418,4.901763046544429,4.8,5.0,24,11,4.281818181818182,2.5,5.0,36.597,0.0,18.738873793685,18.738873793685,15.928042724632249,18.738873793685,405.69661763328025,231.42509135200973,17.80193010400075,502.20181767075803,1288.2975733158437,1496.2990724257472,1079.359130516256,4615.384615384615,3455.4483275555135
549,Escorial (El),40.58508,-4.12952,915.7729,17262.0,0,1088,4.679136029411764,4.0,5.0,28035,4.188514357053682,3.3,4.9,540,4.360185185185185,2.8,5.0,176,4.373295454545454,3.9,4.8,25,628,4.046178343949046,1.0,5.0,51.323,1.0,11.586142973004288,11.586142973004288,8.110300081103,11.586142973004288,417.1011470281543,217.8194878924806,23.172285946008575,157.5715444328583,1170.7797474220833,1059.5527748812422,1477.2332290580464,4106.129069632719,3442.2430772795738
552,Estremera,40.18403,-3.106115,643.0197,1451.0,0,1,3.0,3.0,3.0,1280,4.12109375,3.8,4.9,17,4.658823529411765,4.0,4.8,0,4.735690085449596,4.735690085449596,4.735690085449596,20,14,4.285714285714286,3.0,5.0,72.696,1.0,20.675396278428668,55.13439007580978,20.675396278428668,41.350792556857336,585.802894555479,317.02274293590625,158.51137146795313,234.32115782219162,420.3997243280496,661.6126809097174,1585.1137146795313,3376.9813921433497,2150.241212956582
565,Fresnedillas de la Oliva,40.48651,-4.172033,895.7322,1833.0,0,193,4.689119170984456,4.0,5.0,6296,4.506893265565438,3.7,4.9,152,4.5,3.9,4.7,32,4.856249999999999,4.8,5.0,23,24,3.6375,3.0,5.0,69.753,0.0,54.55537370430988,109.11074740861976,27.27768685215494,81.83306055646482,660.1200218221495,376.4320785597381,54.55537370430988,180.0327332242226,829.2416803055102,840.152755046372,1391.1620294599018,3671.5766503000546,2051.2820512820513
571,Fresno de Torote,40.59229,-3.41205,657.2809,2547.0,0,351,4.727065527065527,2.8,5.0,9296,4.198192771084337,3.7,4.7,270,4.36,3.5,4.9,133,4.819548872180452,3.7,5.0,25,17,4.305882352941176,2.5,5.0,46.99,1.0,51.04043973301924,78.5237534354142,31.409501374165686,78.5237534354142,498.62583431488025,294.4640753828033,19.63093835885355,447.585394581861,981.5469179426776,1056.1444837063211,804.8684727129956,3604.2402826855123,1994.503337259521
590,Fuente el Saz de Jarama,40.63877,-3.51129,642.1251,7384.0,0,808,4.806064356435644,3.3,5.0,11264,4.240891335227273,3.5,4.7,755,4.101324503311258,2.6,4.8,134,4.972388059701492,4.9,5.0,28,28,3.857142857142857,1.0,5.0,36.187,2.0,27.085590465872155,27.085590465872155,18.95991332611051,27.085590465872155,448.2665222101842,307.42145178764895,44.691224268689055,434.72372697724813,1213.4344528710726,1310.9425785482124,995.3954496208017,4306.608884073673,1985.373781148429
604,Fuentidueña de Tajo,40.11819,-3.159549,565.6978,2319.0,0,67,4.028358208955224,3.7,4.7,9061,3.988698819114888,3.4,4.3,32,4.3,4.3,4.3,46,4.4,4.4,4.4,11,8,4.5,3.0,5.0,63.685,2.0,8.624407072013799,30.1854247520483,4.3122035360068995,12.9366106080207,651.1427339370418,297.5420439844761,155.23932729624838,409.65933592065545,560.586459680897,944.3725743855109,758.9478223372142,3126.347563605002,1768.003449762829
611,Galapagar,40.57736,-4.00357,884.4304,36112.0,0,2788,4.411944045911048,3.6,5.0,14228,4.336899072251898,3.8,4.6,1065,4.000657276995305,3.3,5.0,242,4.812809917355372,4.4,5.0,36,557,3.6008976660682226,2.5,5.0,35.516,1.0,5.538325210456358,5.538325210456358,5.538325210456358,5.538325210456358,426.4510412051396,320.1151971643775,14.676561807709348,173.62649534780684,1399.5347806823215,1174.4018608772708,1587.5609215773152,4669.915817456801,3307.487815684537
626,Garganta de los Montes,40.92143,-3.689205,1125.801,415.0,0,12,4.5,4.5,4.5,13844,4.3527954348454205,3.3,4.7,77,4.22987012987013,3.8,4.9,0,4.735690085449596,4.735690085449596,4.735690085449596,27,12,4.591666666666667,3.7,5.0,79.318,0.0,48.19277108433735,481.9277108433735,96.3855421686747,144.57831325301206,409.6385542168675,385.5421686746988,240.96385542168676,289.1566265060241,795.1807228915662,795.1807228915662,1060.2409638554216,3566.265060240964,0.0
