Año;Tipo territorio;Código territorio;Territorio;Valor;Estado dato
2023;Municipios;1230;Rivas-Vaciamadrid;4139;
2023;Municipios;1245;Robledillo de la Jara;10;
2023;Municipios;1258;Robledo de Chavela;275;
2023;Municipios;1261;Robregordo;4;
2023;Municipios;1277;Rozas de Madrid (Las);2612;
2023;Municipios;1283;Rozas de Puerto Real;35;
2023;Municipios;1296;San Agustín del Guadalix;491;
2023;Municipios;1300;San Fernando de Henares;2067;
2023;Municipios;1317;San Lorenzo de El Escorial;739;
2023;Municipios;1322;San Martín de la Vega;1278;
2023;Municipios;1338;San Martín de Valdeiglesias;628;
2023;Municipios;1343;San Sebastián de los Reyes;3504;
2023;Municipios;1356;Santa María de la Alameda;107;
2023;Municipios;1369;Santorcaz;53;
2023;Municipios;1375;Santos de la Humosa (Los);130;
2023;Municipios;1381;Serna del Monte (La);7;
2023;Municipios;1408;Serranillos del Valle;220;
2023;Municipios;1415;Sevilla la Nueva;404;
2023;Municipios;1436;Somosierra;5;
2023;Municipios;1441;Soto del Real;315;
2023;Municipios;1454;Talamanca de Jarama;191;
2023;Municipios;1467;Tielmes;196;
2023;Municipios;1473;Titulcia;98;
2023;Municipios;1489;Torrejón de Ardoz;7523;
2023;Municipios;1492;Torrejón de la Calzada;429;
2023;Municipios;1505;Torrejón de Velasco;189;
2023;Municipios;1512;Torrelaguna;240;
2023;Municipios;1527;Torrelodones;656;
2023;Municipios;1533;Torremocha de Jarama;46;
2023;Municipios;1548;Torres de la Alameda;458;
2023;Municipios;9036;Tres Cantos;1380;
2023;Municipios;1551;Valdaracete;54;
2023;Municipios;1564;Valdeavero;92;
2023;Municipios;1570;Valdelaguna;61;
2023;Municipios;1586;Valdemanco;44;
2023;Municipios;1599;Valdemaqueda;56;
2023;Municipios;1603;Valdemorillo;627;
2023;Municipios;1610;Valdemoro;4085;
2023;Municipios;1625;Valdeolmos-Alalpardo;127;
2023;Municipios;1631;Valdepiélagos;26;
2023;Municipios;1646;Valdetorres de Jarama;284;
2023;Municipios;1659;Valdilecha;206;
2023;Municipios;1662;Valverde de Alcalá;24;
2023;Municipios;1678;Velilla de San Antonio;681;
2023;Municipios;1684;Vellón (El);112;
2023;Municipios;1697;Venturada;101;
2023;Municipios;1718;Villa del Prado;439;
2023;Municipios;1701;Villaconejos;216;
2023;Municipios;1723;Villalbilla;584;
2023;Municipios;1739;Villamanrique de Tajo;73;
2023;Municipios;1744;Villamanta;170;
2023;Municipios;1757;Villamantilla;83;
2023;Municipios;1760;Villanueva de la Cañada;688;
2023;Municipios;1782;Villanueva de Perales;91;
2023;Municipios;1776;Villanueva del Pardillo;601;
2023;Municipios;1795;Villar del Olmo;113;
2023;Municipios;1809;Villarejo de Salvanés;535;
2023;Municipios;1816;Villaviciosa de Odón;799;
2023;Municipios;1821;Villavieja del Lozoya;16;
2023;Municipios;1837;Zarzalejo;123;
2023;Zonas Estadísticas;03;Este Metropolitano;35296;
2023;Zonas Estadísticas;01;Municipio de Madrid;149263;
2023;Zonas Estadísticas;07;Nordeste Comunidad;3361;
2023;Zonas Estadísticas;02;Norte Metropolitano;12757;
2023;Zonas Estadísticas;05;Oeste Metropolitano;16179;
2023;Zonas Estadísticas;11;Sierra Central;7962;
2023;Zonas Estadísticas;06;Sierra Norte;2246;
2023;Zonas Estadísticas;10;Sierra Sur;2581;
2023;Zonas Estadísticas;08;Sudeste Comunidad;6618;
2023;Zonas Estadísticas;09;Sudoeste Comunidad;7018;
2023;Zonas Estadísticas;04;Sur Metropolitano;71701;
2024;Comunidad de Madrid;;Comunidad de Madrid;306677;
2024;Municipios;0014;Acebeda (La);2;
2024;Municipios;0029;Ajalvir;188;
2024;Municipios;0035;Alameda del Valle;8;
2024;Municipios;0040;Álamo (El);544;
2024;Municipios;0053;Alcalá de Henares;10454;
2024;Municipios;0066;Alcobendas;4068;
2024;Municipios;0072;Alcorcón;7722;
2024;Municipios;0088;Aldea del Fresno;202;
2024;Municipios;0091;Algete;798;
2024;Municipios;0105;Alpedrete;642;
2024;Municipios;0112;Ambite;46;
2024;Municipios;0127;Anchuelo;72;
2024;Municipios;0133;Aranjuez;3433;
2024;Municipios;0148;Arganda del Rey;3546;
2024;Municipios;0151;Arroyomolinos;1314;
2024;Municipios;0164;Atazar (El);6;
2024;Municipios;0170;Batres;94;
2024;Municipios;0186;Becerril de la Sierra;327;
2024;Municipios;0199;Belmonte de Tajo;120;
2024;Municipios;0210;Berrueco (El);46;
2024;Municipios;0203;Berzosa del Lozoya;7;
2024;Municipios;0225;Boadilla del Monte;1373;
2024;Municipios;0231;Boalo (El);418;
2024;Municipios;0246;Braojos;4;
2024;Municipios;0259;Brea de Tajo;36;
2024;Municipios;0262;Brunete;430;
2024;Municipios;0278;Buitrago del Lozoya;95;
2024;Municipios;0284;Bustarviejo;148;
2024;Municipios;0297;Cabanillas de la Sierra;39;
2024;Municipios;0301;Cabrera (La);152;
2024;Municipios;0318;Cadalso de los Vidrios;245;
2024;Municipios;0323;Camarma de Esteruelas;426;
2024;Municipios;0339;Campo Real;389;
2024;Municipios;0344;Canencia;24;
2024;Municipios;0357;Carabaña;144;
2024;Municipios;0360;Casarrubuelos;191;
2024;Municipios;0376;Cenicientos;162;
2024;Municipios;0382;Cercedilla;395;
2024;Municipios;0395;Cervera de Buitrago;11;
2024;Municipios;0513;Chapinería;147;
2024;Municipios;0528;Chinchón;368;
2024;Municipios;0409;Ciempozuelos;1390;
2024;Municipios;0416;Cobeña;240;
2024;Municipios;0468;Collado Mediano;378;
2024;Municipios;0474;Collado Villalba;3523;
2024;Municipios;0437;Colmenar de Oreja;535;
2024;Municipios;0421;Colmenar del Arroyo;118;
2024;Municipios;0455;Colmenar Viejo;2131;
2024;Municipios;0442;Colmenarejo;468;
2024;Municipios;0480;Corpa;50;
2024;Municipios;0493;Coslada;3652;
2024;Municipios;0506;Cubas de la Sagra;251;
2024;Municipios;0534;Daganzo de Arriba;413;
2024;Municipios;0549;Escorial (El);752;
2024;Municipios;0552;Estremera;83;
2024;Municipios;0565;Fresnedillas de la Oliva;119;
2024;Municipios;0571;Fresno de Torote;130;
2024;Municipios;0587;Fuenlabrada;10443;
2024;Municipios;0590;Fuente el Saz de Jarama;356;
2024;Municipios;0604;Fuentidueña de Tajo;162;
2024;Municipios;0611;Galapagar;1610;
2024;Municipios;0626;Garganta de los Montes;18;
2024;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;24;
2024;Municipios;0647;Gascones;14;
2024;Municipios;0650;Getafe;8849;
2024;Municipios;0663;Griñón;410;
2024;Municipios;0679;Guadalix de la Sierra;342;
2024;Municipios;0685;Guadarrama;742;
2024;Municipios;0698;Hiruela (La);1;
2024;Municipios;0702;Horcajo de la Sierra-Aoslos;10;
2024;Municipios;0719;Horcajuelo de la Sierra;3;
2024;Municipios;0724;Hoyo de Manzanares;325;
2024;Municipios;0730;Humanes de Madrid;1182;
2024;Municipios;0745;Leganés;9161;
2024;Municipios;0758;Loeches;452;
2024;Municipios;0761;Lozoya;25;
2024;Municipios;9015;Lozoyuela-Navas-Sieteiglesias;89;
2024;Municipios;0783;Madarcos;1;
2024;Municipios;0796;Madrid;146168;
2024;Municipios;0800;Majadahonda;1982;
2024;Municipios;0822;Manzanares el Real;376;
2024;Municipios;0838;Meco;677;
2024;Municipios;0843;Mejorada del Campo;1313;
2024;Municipios;0856;Miraflores de la Sierra;364;
2024;Municipios;0869;Molar (El);484;
2024;Municipios;0875;Molinos (Los);194;
2024;Municipios;0881;Montejo de la Sierra;8;
2024;Municipios;0894;Moraleja de Enmedio;230;
2024;Municipios;0908;Moralzarzal;518;
2024;Municipios;0915;Morata de Tajuña;457;
2024;Municipios;0920;Móstoles;10563;
2024;Municipios;0936;Navacerrada;117;
2024;Municipios;0941;Navalafuente;106;
2024;Municipios;0954;Navalagamella;181;
2024;Municipios;0967;Navalcarnero;1653;
2024;Municipios;0973;Navarredonda y San Mamés;5;
2024;Municipios;0992;Navas del Rey;208;
2024;Municipios;1006;Nuevo Baztán;397;
2024;Municipios;1013;Olmeda de las Fuentes;16;
2024;Municipios;1028;Orusco de Tajuña;98;
2024;Municipios;1049;Paracuellos de Jarama;820;
2024;Municipios;1065;Parla;8119;
2024;Municipios;1071;Patones;23;
2024;Municipios;1087;Pedrezuela;312;
2024;Municipios;1090;Pelayos de la Presa;238;
2024;Municipios;1104;Perales de Tajuña;241;
2024;Municipios;1111;Pezuela de las Torres;45;
2024;Municipios;1126;Pinilla del Valle;8;
2024;Municipios;1132;Pinto;2648;
2024;Municipios;1147;Piñuécar-Gandullas;7;
2024;Municipios;1150;Pozuelo de Alarcón;2082;
2024;Municipios;1163;Pozuelo del Rey;72;
2024;Municipios;1179;Prádena del Rincón;2;
2024;Municipios;1185;Puebla de la Sierra;3;
2024;Municipios;9020;Puentes Viejas;32;
2024;Municipios;1198;Quijorna;160;
2024;Municipios;1202;Rascafría;72;
2024;Municipios;1219;Redueña;6;
2024;Municipios;1224;Ribatejada;50;
2024;Municipios;1230;Rivas-Vaciamadrid;3993;
2024;Municipios;1245;Robledillo de la Jara;9;
2024;Municipios;1258;Robledo de Chavela;271;
2024;Municipios;1261;Robregordo;5;
2024;Municipios;1277;Rozas de Madrid (Las);2622;
2024;Municipios;1283;Rozas de Puerto Real;43;
2024;Municipios;1296;San Agustín del Guadalix;502;
2024;Municipios;1300;San Fernando de Henares;1913;
2024;Municipios;1317;San Lorenzo de El Escorial;721;
2024;Municipios;1322;San Martín de la Vega;1191;
2024;Municipios;1338;San Martín de Valdeiglesias;619;
2024;Municipios;1343;San Sebastián de los Reyes;3421;
2024;Municipios;1356;Santa María de la Alameda;116;
2024;Municipios;1369;Santorcaz;59;
2024;Municipios;1375;Santos de la Humosa (Los);127;
2024;Municipios;1381;Serna del Monte (La);6;
2024;Municipios;1408;Serranillos del Valle;193;
2024;Municipios;1415;Sevilla la Nueva;385;
2024;Municipios;1436;Somosierra;4;
2024;Municipios;1441;Soto del Real;333;
2024;Municipios;1454;Talamanca de Jarama;187;
2024;Municipios;1467;Tielmes;197;
2024;Municipios;1473;Titulcia;93;
2024;Municipios;1489;Torrejón de Ardoz;7081;
2024;Municipios;1492;Torrejón de la Calzada;432;
2024;Municipios;1505;Torrejón de Velasco;193;
2024;Municipios;1512;Torrelaguna;237;
2024;Municipios;1527;Torrelodones;655;
2024;Municipios;1533;Torremocha de Jarama;45;
2024;Municipios;1548;Torres de la Alameda;441;
2024;Municipios;9036;Tres Cantos;1450;
2024;Municipios;1551;Valdaracete;49;
2024;Municipios;1564;Valdeavero;99;
2024;Municipios;1570;Valdelaguna;67;
2024;Municipios;1586;Valdemanco;38;
2024;Municipios;1599;Valdemaqueda;68;
2024;Municipios;1603;Valdemorillo;647;
2024;Municipios;1610;Valdemoro;3885;
2024;Municipios;1625;Valdeolmos-Alalpardo;131;
2024;Municipios;1631;Valdepiélagos;27;
2024;Municipios;1646;Valdetorres de Jarama;278;
2024;Municipios;1659;Valdilecha;200;
2024;Municipios;1662;Valverde de Alcalá;25;
2024;Municipios;1678;Velilla de San Antonio;630;
2024;Municipios;1684;Vellón (El);126;
2024;Municipios;1697;Venturada;82;
2024;Municipios;1718;Villa del Prado;377;
2024;Municipios;1701;Villaconejos;217;
2024;Municipios;1723;Villalbilla;575;
2024;Municipios;1739;Villamanrique de Tajo;57;
2024;Municipios;1744;Villamanta;179;
2024;Municipios;1757;Villamantilla;95;
2024;Municipios;1760;Villanueva de la Cañada;676;
2024;Municipios;1782;Villanueva de Perales;93;
2024;Municipios;1776;Villanueva del Pardillo;576;
2024;Municipios;1795;Villar del Olmo;111;
2024;Municipios;1809;Villarejo de Salvanés;538;
2024;Municipios;1816;Villaviciosa de Odón;798;
2024;Municipios;1821;Villavieja del Lozoya;9;
2024;Municipios;1837;Zarzalejo;137;
2024;Zonas Estadísticas;03;Este Metropolitano;33590;
2024;Zonas Estadísticas;01;Municipio de Madrid;146168;
2024;Zonas Estadísticas;07;Nordeste Comunidad;3258;
2024;Zonas Estadísticas;02;Norte Metropolitano;12610;
2024;Zonas Estadísticas;05;Oeste Metropolitano;16076;
2024;Zonas Estadísticas;11;Sierra Central;7968;
2024;Zonas Estadísticas;06;Sierra Norte;2214;
2024;Zonas Estadísticas;10;Sierra Sur;2672;
2024;Zonas Estadísticas;08;Sudeste Comunidad;6539;
2024;Zonas Estadísticas;09;Sudoeste Comunidad;6996;
2024;Zonas Estadísticas;04;Sur Metropolitano;68586;
2025;Comunidad de Madrid;;Comunidad de Madrid;293817;
2025;Municipios;0014;Acebeda (La);3;
2025;Municipios;0029;Ajalvir;177;
2025;Municipios;0035;Alameda del Valle;17;
2025;Municipios;0040;Álamo (El);523;
2025;Municipios;0053;Alcalá de Henares;10061;
2025;Municipios;0066;Alcobendas;4034;
2025;Municipios;0072;Alcorcón;7389;
2025;Municipios;0088;Aldea del Fresno;204;
2025;Municipios;0091;Algete;759;
2025;Municipios;0105;Alpedrete;599;
2025;Municipios;0112;Ambite;45;
2025;Municipios;0127;Anchuelo;68;
2025;Municipios;0133;Aranjuez;3310;
2025;Municipios;0148;Arganda del Rey;3407;
2025;Municipios;0151;Arroyomolinos;1252;
2025;Municipios;0164;Atazar (El);10;
2025;Municipios;0170;Batres;82;
2025;Municipios;0186;Becerril de la Sierra;327;
2025;Municipios;0199;Belmonte de Tajo;108;
2025;Municipios;0210;Berrueco (El);39;
2025;Municipios;0203;Berzosa del Lozoya;3;
2025;Municipios;0225;Boadilla del Monte;1439;
2025;Municipios;0231;Boalo (El);363;
2025;Municipios;0246;Braojos;7;
2025;Municipios;0259;Brea de Tajo;34;
2025;Municipios;0262;Brunete;397;
2025;Municipios;0278;Buitrago del Lozoya;83;
2025;Municipios;0284;Bustarviejo;146;
2025;Municipios;0297;Cabanillas de la Sierra;29;
2025;Municipios;0301;Cabrera (La);153;
2025;Municipios;0318;Cadalso de los Vidrios;220;
2025;Municipios;0323;Camarma de Esteruelas;447;
2025;Municipios;0339;Campo Real;332;
2025;Municipios;0344;Canencia;24;
2025;Municipios;0357;Carabaña;127;
2025;Municipios;0360;Casarrubuelos;202;
2025;Municipios;0376;Cenicientos;168;
2025;Municipios;0382;Cercedilla;361;
2025;Municipios;0395;Cervera de Buitrago;12;
2025;Municipios;0513;Chapinería;128;
2025;Municipios;0528;Chinchón;354;
2025;Municipios;0409;Ciempozuelos;1287;
2025;Municipios;0416;Cobeña;231;
2025;Municipios;0468;Collado Mediano;384;
2025;Municipios;0474;Collado Villalba;3390;
2025;Municipios;0437;Colmenar de Oreja;514;
2025;Municipios;0421;Colmenar del Arroyo;112;
2025;Municipios;0455;Colmenar Viejo;2153;
2025;Municipios;0442;Colmenarejo;441;
2025;Municipios;0480;Corpa;45;
2025;Municipios;0493;Coslada;3390;
2025;Municipios;0506;Cubas de la Sagra;260;
2025;Municipios;0534;Daganzo de Arriba;433;
2025;Municipios;0549;Escorial (El);720;
2025;Municipios;0552;Estremera;85;
2025;Municipios;0565;Fresnedillas de la Oliva;121;
2025;Municipios;0571;Fresno de Torote;127;
2025;Municipios;0587;Fuenlabrada;9632;
2025;Municipios;0590;Fuente el Saz de Jarama;331;
2025;Municipios;0604;Fuentidueña de Tajo;151;
2025;Municipios;0611;Galapagar;1540;
2025;Municipios;0626;Garganta de los Montes;17;
2025;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;25;
2025;Municipios;0647;Gascones;9;
2025;Municipios;0650;Getafe;8640;
2025;Municipios;0663;Griñón;381;
2025;Municipios;0679;Guadalix de la Sierra;345;
2025;Municipios;0685;Guadarrama;680;
2025;Municipios;0698;Hiruela (La);4;
2025;Municipios;0702;Horcajo de la Sierra-Aoslos;12;
2025;Municipios;0719;Horcajuelo de la Sierra;4;
2025;Municipios;0724;Hoyo de Manzanares;324;
2025;Municipios;0730;Humanes de Madrid;1100;
2025;Municipios;0745;Leganés;8873;
2025;Municipios;0758;Loeches;424;
2025;Municipios;0761;Lozoya;29;
2025;Municipios;9015;Lozoyuela-Navas-Sieteiglesias;70;
2025;Municipios;0783;Madarcos;1;
2025;Municipios;0796;Madrid;140249;
2025;Municipios;0800;Majadahonda;1916;
2025;Municipios;0822;Manzanares el Real;411;
2025;Municipios;0838;Meco;662;
2025;Municipios;0843;Mejorada del Campo;1194;
2025;Municipios;0856;Miraflores de la Sierra;348;
2025;Municipios;0869;Molar (El);468;
2025;Municipios;0875;Molinos (Los);219;
2025;Municipios;0881;Montejo de la Sierra;11;
2025;Municipios;0894;Moraleja de Enmedio;221;
2025;Municipios;0908;Moralzarzal;530;
2025;Municipios;0915;Morata de Tajuña;459;
2025;Municipios;0920;Móstoles;9776;
2025;Municipios;0936;Navacerrada;127;
2025;Municipios;0941;Navalafuente;116;
2025;Municipios;0954;Navalagamella;181;
2025;Municipios;0967;Navalcarnero;1537;
2025;Municipios;0973;Navarredonda y San Mamés;8;
2025;Municipios;0992;Navas del Rey;203;
2025;Municipios;1006;Nuevo Baztán;397;
2025;Municipios;1013;Olmeda de las Fuentes;27;
2025;Municipios;1028;Orusco de Tajuña;100;
2025;Municipios;1049;Paracuellos de Jarama;817;
2025;Municipios;1065;Parla;7519;
2025;Municipios;1071;Patones;20;
2025;Municipios;1087;Pedrezuela;293;
2025;Municipios;1090;Pelayos de la Presa;247;
2025;Municipios;1104;Perales de Tajuña;233;
2025;Municipios;1111;Pezuela de las Torres;40;
2025;Municipios;1126;Pinilla del Valle;5;
2025;Municipios;1132;Pinto;2493;
2025;Municipios;1147;Piñuécar-Gandullas;7;
2025;Municipios;1150;Pozuelo de Alarcón;1961;
2025;Municipios;1163;Pozuelo del Rey;72;
2025;Municipios;1179;Prádena del Rincón;6;
2025;Municipios;1185;Puebla de la Sierra;3;
2025;Municipios;9020;Puentes Viejas;24;
2025;Municipios;1198;Quijorna;147;
2025;Municipios;1202;Rascafría;69;
2025;Municipios;1219;Redueña;10;
2025;Municipios;1224;Ribatejada;61;
2025;Municipios;1230;Rivas-Vaciamadrid;3780;
2025;Municipios;1245;Robledillo de la Jara;9;
2025;Municipios;1258;Robledo de Chavela;278;
2025;Municipios;1261;Robregordo;6;
2025;Municipios;1277;Rozas de Madrid (Las);2547;
2025;Municipios;1283;Rozas de Puerto Real;30;
2025;Municipios;1296;San Agustín del Guadalix;503;
2025;Municipios;1300;San Fernando de Henares;1807;
2025;Municipios;1317;San Lorenzo de El Escorial;677;
2025;Municipios;1322;San Martín de la Vega;1159;
2025;Municipios;1338;San Martín de Valdeiglesias;585;
2025;Municipios;1343;San Sebastián de los Reyes;3364;
2025;Municipios;1356;Santa María de la Alameda;115;
2025;Municipios;1369;Santorcaz;51;
2025;Municipios;1375;Santos de la Humosa (Los);132;
2025;Municipios;1381;Serna del Monte (La);5;
2025;Municipios;1408;Serranillos del Valle;183;
2025;Municipios;1415;Sevilla la Nueva;374;
2025;Municipios;1436;Somosierra;5;
2025;Municipios;1441;Soto del Real;325;
2025;Municipios;1454;Talamanca de Jarama;173;
2025;Municipios;1467;Tielmes;198;
2025;Municipios;1473;Titulcia;97;
2025;Municipios;1489;Torrejón de Ardoz;6574;
2025;Municipios;1492;Torrejón de la Calzada;407;
2025;Municipios;1505;Torrejón de Velasco;199;
2025;Municipios;1512;Torrelaguna;235;
2025;Municipios;1527;Torrelodones;643;
2025;Municipios;1533;Torremocha de Jarama;43;
2025;Municipios;1548;Torres de la Alameda;434;
2025;Municipios;9036;Tres Cantos;1428;
2025;Municipios;1551;Valdaracete;49;
2025;Municipios;1564;Valdeavero;110;
2025;Municipios;1570;Valdelaguna;69;
2025;Municipios;1586;Valdemanco;46;
2025;Municipios;1599;Valdemaqueda;72;
2025;Municipios;1603;Valdemorillo;583;
2025;Municipios;1610;Valdemoro;3721;
2025;Municipios;1625;Valdeolmos-Alalpardo;139;
2025;Municipios;1631;Valdepiélagos;35;
2025;Municipios;1646;Valdetorres de Jarama;288;
2025;Municipios;1659;Valdilecha;172;
2025;Municipios;1662;Valverde de Alcalá;21;
2025;Municipios;1678;Velilla de San Antonio;633;
2025;Municipios;1684;Vellón (El);139;
2025;Municipios;1697;Venturada;77;
2025;Municipios;1718;Villa del Prado;400;
2025;Municipios;1701;Villaconejos;220;
2025;Municipios;1723;Villalbilla;578;
2025;Municipios;1739;Villamanrique de Tajo;65;
2025;Municipios;1744;Villamanta;161;
2025;Municipios;1757;Villamantilla;93;
2025;Municipios;1760;Villanueva de la Cañada;658;
2025;Municipios;1782;Villanueva de Perales;95;
2025;Municipios;1776;Villanueva del Pardillo;594;
2025;Municipios;1795;Villar del Olmo;115;
2025;Municipios;1809;Villarejo de Salvanés;479;
2025;Municipios;1816;Villaviciosa de Odón;787;
2025;Municipios;1821;Villavieja del Lozoya;13;
2025;Municipios;1837;Zarzalejo;124;
2025;Zonas Estadísticas;03;Este Metropolitano;31840;
2025;Zonas Estadísticas;01;Municipio de Madrid;140249;
2025;Zonas Estadísticas;07;Nordeste Comunidad;3274;
2025;Zonas Estadísticas;02;Norte Metropolitano;12472;
2025;Zonas Estadísticas;05;Oeste Metropolitano;15602;
2025;Zonas Estadísticas;11;Sierra Central;7689;
2025;Zonas Estadísticas;06;Sierra Norte;2192;
2025;Zonas Estadísticas;10;Sierra Sur;2584;
2025;Zonas Estadísticas;08;Sudeste Comunidad;6295;
2025;Zonas Estadísticas;09;Sudoeste Comunidad;6721;
2025;Zonas Estadísticas;04;Sur Metropolitano;64899;
