cod_municipio,municipio,latitud,longitud,altitud,salud,educacion,cultural,transporte,calidad_vida,overall_index
468,Collado Mediano,40.69389,-4.023123,1029.724,0.22322907044646176,0.7260642416176286,0.6885382766204527,0.5,0.33589505087663146,0.49474532791223497
437,Colmenar de Oreja,40.10758,-3.387693,756.9265,0.24900209314495028,0.5554641385315963,0.6425817625505368,0.5,0.25365538582101443,0.44014067600961954
421,Colmenar del Arroyo,40.41858,-4.198538,679.1825,0.18512504736642665,0.580634624080564,0.5948397524759672,0.0,0.2116680398196884,0.31445349274852924
442,Colmenarejo,40.56101,-4.016842,875.1868,0.2373078746291416,0.7254060592238629,0.6023212332026829,0.5,0.3701115315116753,0.4870293397134725
480,Corpa,40.42489,-3.262723,819.1653,0.2726403596403596,0.5068791799411466,0.49295005719435375,0.5,0.16534690918123351,0.3875633011914187
506,Cubas de la Sagra,40.1917,-3.837347,648.7275,0.27490751726149953,0.6301581993725536,0.614266928184035,0.5,0.4484676224511394,0.4935600534538455
534,Daganzo de Arriba,40.54481,-3.457924,665.5711,0.2443402219670877,0.7785009637764819,0.6095409885730024,0.5,0.4704613794152993,0.5205687107463743
549,Escorial (El),40.58508,-4.12952,915.7729,0.23175254375254373,0.5701830438833484,0.6542936012344678,0.5,0.46950332093122515,0.485146501960317
552,Estremera,40.18403,-3.106115,643.0197,0.22700646412411124,0.09164400885235537,0.3362811559509612,0.0,0.2252772981946099,0.17604178542440754
565,Fresnedillas de la Oliva,40.48651,-4.172033,895.7322,0.21104395604395607,0.6670854081041204,0.5756044359594349,0.0,0.1583009286712602,0.32240694575575435
571,Fresno de Torote,40.59229,-3.41205,657.2809,0.20773626373626378,0.727488813719408,0.605886697688389,0.5,0.2822377846231352,0.4646699119534392
590,Fuente el Saz de Jarama,40.63877,-3.51129,642.1251,0.2149955607306601,0.7962197587780353,0.7298216780027352,0.5,0.352274361221459,0.5186622717465779
604,Fuentidueña de Tajo,40.11819,-3.159549,565.6978,0.16746153846153847,0.2971603962482877,0.4090955584759301,0.0,0.11797675960376233,0.19833885055790373
611,Galapagar,40.57736,-4.00357,884.4304,0.23014569468090595,0.7849401634254194,0.6669457750471514,0.5,0.6618353983105845,0.5687734062928123
626,Garganta de los Montes,40.92143,-3.689205,1125.801,0.296296275153418,0.09000000000000001,0.4791351978737406,0.0,0.33299288759211937,0.23968487212385559
632,Gargantilla del Lozoya y Pinilla de Buitrago,40.96463,-3.718601,1136.591,0.3370840787119856,0.527485875706215,0.35142269961511985,0.0,0.18408799899243808,0.2800161306051517
647,Gascones,41.01809,-3.641817,1046.484,0.029223512336719906,0.62,0.2483969555375137,0.0,0.20022381519634339,0.2195688566141154
663,Griñón,40.21424,-3.856192,676.9866,0.32859589434765085,0.5627864574750443,0.6239612254982433,0.5,0.46489053259095614,0.4960468219823789
679,Guadalix de la Sierra,40.78483,-3.692719,841.0,0.2154128045867176,0.733582403980667,0.5310879106970864,0.5,0.3346960346489364,0.4629558307826815
685,Guadarrama,40.67348,-4.090732,965.5875,0.24911117711117714,0.8082998627841906,0.6449558465519916,0.5,0.4772840695007846,0.5359301911896288
698,Hiruela (La),41.0785,-3.454731,1255.356,0.21000000000000008,0.0,0.18846183344005632,0.0,0.6,0.19969236668801127
702,Horcajo de la Sierra,41.06738,-3.585321,1080.612,0.21500000000000008,0.56,0.29625909700119396,0.0,0.3346961221109123,0.2811910438224213
719,Horcajuelo de la Sierra,41.06009,-3.54552,1138.176,0.21000000000000008,0.53,0.24870925923724832,0.0,0.47154188466564156,0.292050228780578
724,Hoyo de Manzanares,40.62273,-3.90712,1005.688,0.22822960279943516,0.7306374386450661,0.691467983367861,0.5,0.4733532221866544,0.5247376493998033
730,Humanes de Madrid,40.24954,-3.827206,675.6912,0.25391495129956665,0.5247377383676962,0.534293552038038,0.5,0.37755948726291255,0.4381011457936427
758,Loeches,40.38393,-3.409393,639.8891,0.2474860524091293,0.7009807300601734,0.6657810782796831,1.0,0.36375177766466027,0.5955999276827292
761,Lozoya,40.9515,-3.791897,1111.051,0.2791063122923587,0.46565338813362867,0.2898291144380797,0.0,0.3581250863687012,0.2785427802465537
9015,Lozoyuela-Navas-Sieteiglesias,40.92643,-3.617723,1022.991,0.1786169544740973,0.09303509326588683,0.47481128131635897,0.0,0.19623073868635615,0.18853881354853988
783,Madarcos,41.04731,-3.582663,1057.624,0.21500000000000008,0.56,0.31423594801345245,0.0,0.5805985285397174,0.333966895310634
822,Manzanares el Real,40.72705,-3.864914,917.528,0.23165764217160867,0.6935763288348322,0.7995287631262837,0.5,0.4408184166933426,0.5331162301652135
838,Meco,40.5542,-3.328439,670.2038,0.3339898306633449,0.7139847731159003,0.578497495468528,0.5,0.45886829450896227,0.5170680787513471
843,Mejorada del Campo,40.39701,-3.487864,580.1962,0.24405182668645958,0.6500997340933292,0.6782051680279776,1.0,0.47052636366339734,0.6085766184942327
856,Miraflores de la Sierra,40.81381,-3.766699,1149.553,0.2065267770204479,0.7711231451145879,0.5427389166472534,0.5,0.3220287854855103,0.4684835248535599
869,Molar (El),40.73291,-3.582258,819.3329,0.24876285546514543,0.7322402913900306,0.6472816283477748,0.5,0.3696534494128678,0.49958764492316365
875,Molinos (Los),40.71456,-4.072706,1046.887,0.21532492254196103,0.7266649883100513,0.646205169783122,0.5,0.39052148328514186,0.49574331278405526
881,Montejo de la Sierra,41.05928,-3.530301,1151.855,0.3720000000000001,0.5301370007376963,0.25428916314456385,0.0,0.5210757997960387,0.3355003927356598
894,Moraleja de Enmedio,40.26033,-3.861412,682.4211,0.24965934887849628,0.4688950711002559,0.5306119594779087,1.0,0.3984965286341763,0.5295325816181674
908,Moralzarzal,40.68117,-3.97335,982.0547,0.21122381416052305,0.7608337038950538,0.6086636892621213,0.5,0.5153461220234503,0.5192134658682297
915,Morata de Tajuña,40.22751,-3.436966,559.4251,0.19799323753169903,0.08743545157550849,0.4136006580174613,0.5,0.2980261143967661,0.299411092304287
936,Navacerrada,40.72893,-4.0151,1193.742,0.19298056952870316,0.7390208399199074,0.649353045496287,0.5,0.4220171530427147,0.5006743215975225
941,Navalafuente,40.82451,-3.673573,906.057,0.22069851182028294,0.7612054043114065,0.49850848233931777,0.5,0.1702684382964507,0.4301361673534916
954,Navalagamella,40.46916,-4.12338,759.7007,0.1677875949553802,0.6692817414315989,0.5652578078022756,0.5,0.22438938421521248,0.42534330568089346
967,Navalcarnero,40.28781,-4.013766,672.8241,0.254886849414322,0.755453625937585,0.7466687534944018,0.5,0.5319398016712235,0.5577898061035065
973,Navarredonda y San Mamés,40.99078,-3.726047,1219.314,0.18042957042957042,0.56,0.25116522638755934,0.0,0.41867160127134734,0.28205327961769544
992,Navas del Rey,40.38501,-4.250652,717.2259,0.39112504736642667,0.5984920059575567,0.5709989003095189,0.0,0.19068752984639933,0.3502606966959803
1006,Nuevo Baztán,40.36552,-3.243183,834.9736,0.22209254267744838,0.5350108713135985,0.5495505202061258,0.5,0.2894607881723421,0.41922294447390296
1013,Olmeda de las Fuentes,40.36943,-3.221704,785.2642,0.3516333666333666,0.5651523179289272,0.2503818808547131,0.5,0.36835800635673643,0.40710511435474867
1028,Orusco de Tajuña,40.28515,-3.208557,662.3139,0.2584085914085915,0.6378453999367689,0.24971768921654983,0.5,0.15441547412262524,0.36007743093690714
1049,Paracuellos de Jarama,40.50481,-3.53227,692.0413,0.2524992358634744,0.7035122394089528,0.6115581661720136,1.0,0.6749805834413489,0.6485100449771579
1071,Patones,40.85573,-3.48511,713.0287,0.242,0.6573237725553568,0.5709603138827023,0.0,0.3770598607255496,0.3694687894327217
1087,Pedrezuela,40.74369,-3.603798,869.5692,0.16856382079459004,0.6680252652095089,0.5505456636778618,0.5,0.3391662599684787,0.44526020193008786
1090,Pelayos de la Presa,40.35954,-4.334138,561.4791,0.1525818208940381,0.4758104685124133,0.57907349602896,0.0,0.06869862702190227,0.25523288249146275
1104,Perales de Tajuña,40.23453,-3.352198,577.9905,0.4016263736263736,0.04763462957108231,0.3124823057767926,0.5,0.08028244095879328,0.26840514998660836
1111,Pezuela de las Torres,40.41869,-3.177605,855.1563,0.2265626373626374,0.6052423859205396,0.48796676146509127,0.5,0.3168681353281661,0.4273279840152869
1126,Pinilla del Valle,40.9262,-3.819392,1097.138,0.4438126507638703,0.4800000000000002,0.3550114582435477,0.0,0.3596961221109123,0.3277040462236661
1147,Piñuécar-Gandullas,41.03265,-3.599468,1063.421,0.04266381766381766,0.65,0.26515767482714947,0.0,0.37892542467162404,0.26734938343251824
1163,Pozuelo del Rey,40.36622,-3.321994,807.1237,0.25233919692474827,0.5680117535474515,0.526040773829718,0.5,0.23303591888426503,0.4158855286372366
1179,Prádena del Rincón,41.04411,-3.540921,1114.976,0.21000000000000008,0.53,0.33484413852469636,0.0,0.5802437390344548,0.33101757551183025
1185,Puebla de la Sierra,41.01208,-3.444847,1160.507,0.0,0.015,0.2,0.0,0.42520291178410186,0.1280405823568204
9020,Puentes Viejas,40.99496,-3.550907,1065.958,0.2830000000000001,0.515,0.31271911878954084,0.0,0.3523851318139439,0.29262085012069694
1198,Quijorna,40.42656,-4.057429,574.5786,0.21527369942645763,0.6214532328133976,0.5987622321241425,0.5,0.39275045174110557,0.46564792322102055
1202,Rascafría,40.90381,-3.879398,1157.038,0.5712747252747253,0.04624354515755085,0.3651781545659001,0.0,0.3530879325213364,0.2671568715039025
1219,Redueña,40.8163,-3.603684,823.9578,0.3579827661325458,0.7400948466645589,0.5142879493149376,0.5,0.5265525812652949,0.5277836286754674
1224,Ribatejada,40.6665,-3.392131,761.6322,0.3013979441152218,0.7605796185056382,0.6125748756462689,0.5,0.22988033452456552,0.48088655455833884
1245,Robledillo de la Jara,40.95299,-3.525749,1017.706,0.20500000000000007,0.0,0.24316598634338563,0.0,0.11179534072561959,0.11199226541380106
1258,Robledo de Chavela,40.50089,-4.238043,893.4601,0.31755311355311355,0.5952271050690273,0.6303206156952338,0.0,0.2414315251444435,0.35690647189236363
1261,Robregordo,41.10658,-3.593292,1297.608,0.0,0.53,0.1366418862975452,0.0,0.11307307273162998,0.15594299180583504
1283,Rozas de Puerto Real,40.31007,-4.490765,876.1035,0.117,0.5684055221835811,0.4258599167624577,0.0,0.06721186089347654,0.2356954599679031
1296,San Agustín del Guadalix,40.67867,-3.615861,667.7155,0.10330120273427361,0.6635145457598097,0.5460506173231147,0.5,0.5169927686438321,0.46597182689220606
1300,San Fernando de Henares,40.42553,-3.536694,591.3853,0.32293023016923594,0.7156861672521568,0.6928949305874625,1.0,0.6801724137931034,0.6823367483603918
1317,San Lorenzo de El Escorial,40.59167,-4.149123,1052.468,0.2925335702221929,0.6030008580509488,0.8270935877703003,0.0,0.5323187306818361,0.4509893493450556
1322,San Martín de la Vega,40.2078,-3.568544,517.0689,0.1731447333154651,0.6672889097150084,0.4774801587301587,0.5,0.385356853607894,0.44065413107370527
1338,San Martín de Valdeiglesias,40.36174,-4.397521,677.8516,0.21924848756070475,0.49731958433072926,0.5844418374768807,0.0,0.18545909665772814,0.29729380120520854
1356,Santa María de la Alameda,40.5957,-4.257937,1411.015,0.18109107841311228,0.1350737696279903,0.5028301458973307,0.0,0.05380673877031967,0.1745603465417506
1369,Santorcaz,40.47216,-3.233114,864.0168,0.24051662623091194,0.5593148792168711,0.7817382036202875,0.5,0.20084422672243243,0.4564827871581006
1375,Santos de la Humosa (Los),40.50191,-3.254799,875.056,0.21042072213500787,0.5644975521896166,0.561584653253566,0.5,0.3298852323952163,0.4332776319946814
1381,Serna del Monte (La),41.02979,-3.625026,1072.925,0.029223512336719906,0.635,0.23781181637683807,0.0,0.2117141760119788,0.22274990094510735
1408,Serranillos del Valle,40.20465,-3.885819,650.8673,0.2776487586487587,0.664031135774942,0.5967410667710721,0.5,0.38388810464650497,0.4844618131682556
1415,Sevilla la Nueva,40.34781,-4.027501,674.3175,0.26918093371596563,0.7105321198982283,0.6175943988108352,0.5,0.44572026686398086,0.508605543857802
1436,Somosierra,41.13312,-3.581837,1436.419,0.0,0.015,0.2009797311408219,0.0,0.34100422966115485,0.11139679216039536
1441,Soto del Real,40.75428,-3.783356,922.4442,0.24610788731652045,0.7106364366410395,0.5633762175640411,0.5,0.4800997328911256,0.5000440548825453
1454,Talamanca de Jarama,40.74688,-3.513244,655.0905,0.21412987012987006,0.7002287603336794,0.7777432478352148,0.5,0.38239578468260926,0.5148995325962747
1467,Tielmes,40.24457,-3.314466,580.7983,0.22547966069018704,0.07787701549162188,0.459106998290445,0.5,0.12186405085389128,0.27686554506522904
1473,Titulcia,40.13673,-3.570501,514.1019,0.21119920505026885,0.6937354012595567,0.5629347559312194,0.5,0.13640364226652466,0.4208546009015139
1492,Torrejón de la Calzada,40.20154,-3.798929,632.9291,0.24478711013059254,0.7438749415231651,0.5441224518199034,1.0,0.42617492045333294,0.5917918847853988
1505,Torrejón de Velasco,40.18713,-3.778751,609.1476,0.2406390810835256,0.7195967291541963,0.6571381765193842,1.0,0.40330002781290836,0.6041348029140028
1512,Torrelaguna,40.82785,-3.538488,742.3256,0.2982411509043634,0.68421122118008,0.7047324788202564,0.0,0.3350348623435962,0.4044439426496592
1527,Torrelodones,40.57628,-3.929452,847.145,0.23889525153745333,0.8027410089537639,0.8038860618681846,0.5,0.6981808346321436,0.608740631398309
1533,Torremocha de Jarama,40.83705,-3.494407,705.3375,0.19585423010724212,0.6557851488858447,0.5271765296679446,0.0,0.36716266353202953,0.3491957144386122
1548,Torres de la Alameda,40.40473,-3.360132,668.0449,0.28014219682910396,0.5485130931331798,0.6058777954348323,0.5,0.28298602182701077,0.44350382144482536
1551,Valdaracete,40.21115,-3.194556,737.9929,0.2066971916971918,0.07728685846769943,0.20815824919434367,0.5,0.053247200779461205,0.20907790002773924
1564,Valdeavero,40.63099,-3.332983,713.679,0.25697678527260526,0.7560433133101486,0.5140564829783651,0.5,0.24810797880621407,0.45503691207346664
1570,Valdelaguna,40.16192,-3.367249,710.8623,0.2183354264782836,0.5608003172648665,0.5300817625505367,0.5,0.18075224296237213,0.3979939498512118
1586,Valdemanco,40.87252,-3.662956,1133.363,0.21436076119002953,0.1651475392559806,0.451938707039871,0.0,0.40017523006872757,0.24632444751092172
1599,Valdemaqueda,40.51147,-4.295926,864.9176,0.24603726708074533,0.5750632311097059,0.47259429648889506,0.0,0.00576269466849294,0.25989149786956783
1603,Valdemorillo,40.50208,-4.065841,820.9337,0.15766167048499208,0.43119789079084087,0.5816394143050239,0.5,0.4315747791147798,0.4204147509391273
1625,Valdeolmos-Alalpardo,40.62949,-3.475017,680.2087,0.23603221117506834,0.794480209708469,0.599010705851289,0.5,0.4936949098879262,0.5246436073245505
1631,Valdepiélagos,40.76059,-3.465914,744.8907,0.28711148393591146,0.5828515474057689,0.5099327556707483,0.5,0.3328010397479696,0.4425393653520796
1646,Valdetorres de Jarama,40.69559,-3.514251,651.753,0.25588647114474916,0.6448601458506281,0.5656126627308633,0.5,0.26710358296730496,0.4466925725387091
1659,Valdilecha,40.29548,-3.303884,724.2806,0.2016263736263736,0.05094372431236169,0.5023240205168631,0.5,0.19353874652994618,0.28968657299710887
1662,Valverde de Alcalá,40.41972,-3.298921,733.9373,0.3049179111486804,0.6560606060606065,0.5947880245812909,0.5,0.3172426037780075,0.47460182911371707
1678,Velilla de San Antonio,40.36703,-3.488029,555.8903,0.23935244011728574,0.5511746025338107,0.5386908428928334,1.0,0.44436622428399253,0.5547168219655845
1684,Vellón (El),40.76603,-3.582034,894.388,0.2131978873839339,0.6927033134759226,0.6052533970400993,0.5,0.21785562476713252,0.4458020445334176
1697,Venturada,40.79869,-3.622139,883.1885,0.21956213017751483,0.7736064468409819,0.5726152269682608,0.5,0.4470454469919203,0.5025658501957355
1718,Villa del Prado,40.27678,-4.305642,512.4543,0.24842547196393355,0.6014889968288639,0.48648494872619147,0.0,0.32437149824113964,0.3321541831520257
1701,Villaconejos,40.10424,-3.484903,635.7664,0.15594871794871795,0.5788360206554958,0.5056914287031147,0.5,0.19886426251187297,0.38786808596384026
1723,Villalbilla,40.43228,-3.298869,744.6702,0.2096286871023713,0.6223047739487831,0.6722618147865278,0.5,0.5713590454050101,0.5151108642485385
1739,Villamanrique de Tajo,40.06812,-3.240428,549.4291,0.16271428571428573,0.015073769627990305,0.22494009109634736,0.0,0.1130140358978934,0.10314843646730336
1744,Villamanta,40.29961,-4.110051,550.4752,0.19023268036311514,0.28676291846699714,0.4318779424391349,0.5,0.17718773013432418,0.31721225428071426
1757,Villamantilla,40.33805,-4.13056,550.092,0.14686775293671847,0.31723715178979195,0.48589727425246537,0.5,0.21181991754084917,0.332364419303965
1760,Villanueva de la Cañada,40.44681,-4.005355,655.8425,0.23902075950499163,0.8186767169179225,0.6544067774071649,0.5,0.6594627735591951,0.5743134054778547
1782,Villanueva de Perales,40.34705,-4.101031,594.7557,0.21017582417582417,0.5866255897778707,0.5471237040200547,0.5,0.23809826178069093,0.41640467595088804
1776,Villanueva del Pardillo,40.49063,-3.964322,653.1323,0.23917331487410226,0.7266277957473029,0.5555055926086123,1.0,0.6023129319528335,0.6247239270365702
1795,Villar del Olmo,40.33669,-3.235551,680.3748,0.21632339089481945,0.4948675074062366,0.2457667044896334,0.5,0.30797010374739586,0.35298554130761706
1809,Villarejo de Salvanés,40.16873,-3.275975,759.0782,0.276134484563056,0.6527220992728422,0.6171914951632685,0.5,0.18033710469373448,0.4452770367385802
1816,Villaviciosa de Odón,40.3571,-3.90059,647.7311,0.24788681023679204,0.8333726018597978,0.7374976634546746,1.0,0.7140731129641388,0.7065660377030807
1821,Villavieja del Lozoya,41.00592,-3.671118,1062.474,0.2610706436420722,0.6202002318474023,0.25401641736760283,0.0,0.46590338600293524,0.3202381357720025
1837,Zarzalejo,40.54749,-4.181604,1105.808,0.2522675718285997,0.4937086432489698,0.6229847766142946,0.0,0.08658687510604776,0.2911095733595824
