cod_municipio,municipio,latitud,longitud,altitud,sanidad,educacion,transporte_conectividad,economia_empleo,bienestar,ocio_cultura,overall_index
1071,Patones,40.85573,-3.48511,713.0287,0.43682819448281773,0.5958748528833826,0.44239860022556865,0.1917717453553675,0.32992609770042225,0.6880456643129216,0.44747419249341336
1087,Pedrezuela,40.74369,-3.603798,869.5692,0.467088474616026,0.6966105196332532,0.6842979667310516,0.25354483591701843,0.6529484655632384,0.5437836407814715,0.5497123172070099
1090,Pelayos de la Presa,40.35954,-4.334138,561.4791,0.4484838980924213,0.5143023161772908,0.2196965101616596,0.18314556550601335,0.5821723159817489,0.6055692355559587,0.4255616402458487
1104,Perales de Tajuña,40.23453,-3.352198,577.9905,0.4283502399397308,0.2175508727887304,0.8561143010141637,0.19623913922482744,0.25848885116529213,0.5591641641914408,0.4193179280540309
1111,Pezuela de las Torres,40.41869,-3.177605,855.1563,0.5043853007918874,0.3900771843185913,0.6604473681923738,0.1909631725804796,0.3962218917783895,0.41149596017032253,0.42559847963867403
1126,Pinilla del Valle,40.9262,-3.819392,1097.138,0.4343127910673821,0.35532858972039594,0.18193625427765536,0.18754113188321242,0.25848885116529213,0.6313710543089942,0.341496445403822
1147,Piñuécar-Gandullas,41.03265,-3.599468,1063.421,0.1425107691666056,0.49773355993405094,0.21953660433014077,0.1892742787757721,0.29601712075564873,0.5210734633618455,0.31102429938734394
1163,Pozuelo del Rey,40.36622,-3.321994,807.1237,0.632778352972097,0.6023054790144093,0.6484093300487765,0.1913805854998426,0.5473370590278784,0.590444929589242,0.5354426226920409
1179,Prádena del Rincón,41.04411,-3.540921,1114.976,0.057004307666642245,0.210188276251774,0.2201506326014761,0.20170540339536525,0.25848885116529213,0.5323638970201248,0.24665022801677908
1185,Puebla de la Sierra,41.01208,-3.444847,1160.507,0.0,0.14378296746170233,0.10343401257959894,0.19042423931942767,0.0,0.16694872421418283,0.10076499059581863
9020,Puentes Viejas,40.99496,-3.550907,1065.958,0.4188300723411232,0.17424511579148938,0.25950064209260326,0.19205452578076754,0.0,0.4708521856084911,0.25258042360241245
1198,Quijorna,40.42656,-4.057429,574.5786,0.6768097668744142,0.8087560350551822,0.669674858230441,0.23371071651057912,0.9728887318936086,0.5425908820237302,0.6507384984313259
1202,Rascafría,40.90381,-3.879398,1157.038,0.3974237735365489,0.21655739622212014,0.16588284992279834,0.20790611605270634,0.25848885116529213,0.639857639211443,0.3143527710184848
1219,Redueña,40.8163,-3.603684,823.9578,0.5503476504358688,0.7134602597343912,0.43791693917719116,0.20052185349839,0.7156274628014818,0.5113520845128329,0.521537708360026
1224,Ribatejada,40.6665,-3.392131,761.6322,0.8305224298013565,0.8465149566798217,0.6478246823869303,0.18417142464638,0.9106380095801827,0.5849603897327742,0.6674386488045743
1245,Robledillo de la Jara,40.95299,-3.525749,1017.706,0.028502153833321123,0.1078398070014177,0.23672963991902385,0.17005401320199537,0.25848885116529213,0.3939349567222318,0.19925823697388031
1258,Robledo de Chavela,40.50089,-4.238043,893.4601,0.45360834104132863,0.35769398155532683,0.20885804900947902,0.21657986526736725,0.4897027166041451,0.704469125677151,0.40515201319246624
1261,Robregordo,41.10658,-3.593292,1297.608,0.0,0.210188276251774,0.20044673332459997,0.16957388444857913,0.0,0.19623355875743362,0.12940707546373112
1283,Rozas de Puerto Real,40.31007,-4.490765,876.1035,0.3037352169936663,0.4759250797537797,0.17248543533487692,0.16918781748853617,0.2686177951383788,0.5350155532749271,0.3208278163306941
1296,San Agustín del Guadalix,40.67867,-3.615861,667.7155,0.4390252414028715,0.6395724131474305,0.8658014317150963,0.37876859048146017,0.7966227156548151,0.5203760746618672,0.6066944111772568
1300,San Fernando de Henares,40.42553,-3.536694,591.3853,0.9041989976218517,0.8724451746992307,0.9437080204135551,0.7649736022176252,0.9645926856872501,0.6861726027723835,0.8560151805686492
1317,San Lorenzo de El Escorial,40.59167,-4.149123,1052.468,0.6845519440051644,0.8251408909469204,0.4264828030427233,0.39770885311358783,0.985974459737777,0.8383696021979636,0.6930380921740227
1322,San Martín de la Vega,40.2078,-3.568544,517.0689,0.6112715480693884,0.8396122737064002,0.814356539777435,0.42856481448683087,0.7373953948314546,0.5165842417160335,0.6579641354312571
1338,San Martín de Valdeiglesias,40.36174,-4.397521,677.8516,0.45166796442777823,0.5296635712716208,0.202450916523627,0.24942015184801086,0.5821723159817489,0.6100504243353411,0.43757089073135447
1356,Santa María de la Alameda,40.5957,-4.257937,1411.015,0.430488796307013,0.3235411285059424,0.24771086810733484,0.1779391561600246,0.39493314630272636,0.543859853209047,0.353078824765348
1369,Santorcaz,40.47216,-3.233114,864.0168,0.5648358663956864,0.4734843538348448,0.6457957043717399,0.1845061086055476,0.7027049188899694,0.8615445052069554,0.5721452428841239
1375,Santos de la Humosa (Los),40.50191,-3.254799,875.056,0.6149419095855191,0.7615351745600187,0.5965595378589788,0.20903618677662977,0.833459511078801,0.5276609468995446,0.5905322111265819
1381,Serna del Monte (La),41.02979,-3.625026,1072.925,0.08550646149996337,0.4617903994737663,0.22431482376661954,0.1767655955990896,0.25848885116529213,0.5045072596157717,0.28522889852008376
1408,Serranillos del Valle,40.20465,-3.885819,650.8673,0.8908350328122847,0.8213771251549619,0.8324345363165817,0.24655855418506017,0.9671039139488519,0.5457435125165724,0.7173421124890521
1415,Sevilla la Nueva,40.34781,-4.027501,674.3175,0.9075987624574946,0.8427566283595809,0.6444497874539414,0.31211066179439917,0.9878489712294618,0.5457946422933577,0.7067599089313726
1436,Somosierra,41.13312,-3.581837,1436.419,0.0,0.14378296746170233,0.17514110448445094,0.18526834771445816,0.25848885116529213,0.2891452515888604,0.17530442040246064
1441,Soto del Real,40.75428,-3.783356,922.4442,0.49922255680345623,0.6586381481135758,0.6642449478158768,0.30436524490699096,0.7567022813876818,0.5431004565405231,0.5710456059280175
